NOMBRE,CALLE+Y+NUMERO,LOCALIDAD,MUNICIPIO
ARTEMIO+ALPIZAR+RUZ,CALLE+41-A+234,VALLADOLID,VALLADOLID
ARTEMIO+ALPIZAR+RUZ,CALLE+41-A+234,VALLADOLID,VALLADOLID
SEMILLITAS+DEL+MAYAB,CALLE+41-A+368,MERIDA,MERIDA
JUAN+DE+JAUREGUI,CALLE+41-B+339,MERIDA,MERIDA
LORENZO+DE+ZAVALA,CALLE+41+208,HUNUCMA,HUNUCMA
MANUEL+DIAZ+MASSA,CALLE+41+224,MERIDA,MERIDA
SANTIAGO+HERRERA+CASTILLO,CALLE+41+224+NA,MERIDA,MERIDA
SILVIO+ZAVALA+VALLADO,CALLE+41+438,MERIDA,MERIDA
SILVIO+ZAVALA+VALLADO,CALLE+41+438,MERIDA,MERIDA
FLORINDA+BATISTA+ESPINOLA,CALLE+41+499,MERIDA,MERIDA
NUEVA+CREACION,CALLE+41+613,UMAN,UMAN
NUEVA+CREACION,CALLE+41+613+NA,UMAN,UMAN
EMILIANO+ZAPATA,CALLE+41+97,TZUCACAB,TZUCACAB
ALVARO+OBREGON,CALLE+41+NA,HUNUCMA,HUNUCMA
AURELIANO+PINTO+RAMIREZ,CALLE+41+NA,MERIDA,MERIDA
AURELIANO+PINTO+RAMIREZ,CALLE+41+NA,MERIDA,MERIDA
PLAN+DE+IGUALA,CALLE+42,MERIDA,MERIDA
VICENTE+GUERRERO,CALLE+42,MERIDA,MERIDA
IRENE+DUCH+GARY,CALLE+42,MERIDA,MERIDA
CARLOS+FUENTES,CALLE+42,MERIDA,MERIDA
JOSEFA+ORTIZ+DE+DOMINGUEZ,CALLE+42,PETO,PETO
HEROE+DE+LA+PATRIA,CALLE+42,TICUL,TICUL
INSTITUTO+SIGLO+XXI+DE+VALLADOLID,CALLE+42-A+245,VALLADOLID,VALLADOLID
MUNDO+MAGICO,CALLE+42+153+A,MERIDA,MERIDA
CENTRO+ESCOLAR+EMERITENSE,CALLE+42+155,MERIDA,MERIDA
JOSE+MA+ITURRALDE+TRACONIS,CALLE+42+203,VALLADOLID,VALLADOLID
FRANCISCO+ALCALA+MARTIN,CALLE+42+393,TIZIMIN,TIZIMIN
FRANCISCO+ALCALA+MARTIN,CALLE+42+393,TIZIMIN,TIZIMIN
TIERRA+Y+LIBERTAD,CALLE+42+403,TIZIMIN,TIZIMIN
GOTITAS,CALLE+42+551,MERIDA,MERIDA
SANTOS+DEGOLLADO,CALLE+42+600+A,MERIDA,MERIDA
LOS+PEQUEÑOS+TRAVIESOS,CALLE+42+851+C,MERIDA,MERIDA
ESCUELA+SECUNDARIA+TECNICA+NUM.+73,CALLE+42+NA,UMAN,UMAN
EMILIANO+ZAPATA,CALLE+42+NORTE,TEKAX+DE+ALVARO+OBREGON,TEKAX
GUARDERIA+VECINAL+COMUNITARIA+ESQUEMA+UNICO+NUM.+783,CALLE+43,VALLADOLID,VALLADOLID
CENTRO+EDUCATIVO+CHARBEL,CALLE+43-A+829+NA,MERIDA,MERIDA
PEQUEÑOS+ARTISTAS,CALLE+43-B+334,MERIDA,MERIDA
RAFAEL+MATOS+ESCOBEDO,CALLE+43+100+A,OXKUTZCAB,OXKUTZCAB
RAFAEL+MATOS+ESCOBEDO,CALLE+43+100+A,OXKUTZCAB,OXKUTZCAB
NICOLAS+BRAVO,CALLE+43+300,MOTUL+DE+CARRILLO+PUERTO,MOTUL
COMUNIDAD+EDUCATIVA+YAXUNAH,CALLE+43+383,MERIDA,MERIDA
COMUNIDAD+EDUCATIVA+YAXUNAH,CALLE+43+383,MERIDA,MERIDA
BENJAMIN+CARRILLO,CALLE+43+444,MERIDA,MERIDA
BENITO+JUAREZ+GARCIA,CALLE+44,IZAMAL,IZAMAL
ICHCAANZIHO,CALLE+44,MERIDA,MERIDA
XICOTENCATL,CALLE+44,OXKUTZCAB,OXKUTZCAB
SECUNDARIA+SIGLO+XXI,CALLE+44,VALLADOLID,VALLADOLID
EDUARDO+URZAIZ+RODRIGUEZ,CALLE+44+177,TEKAX+DE+ALVARO+OBREGON,TEKAX
ROGERIO+CHALE,CALLE+44+177,TEKAX+DE+ALVARO+OBREGON,TEKAX
DAVID+VIVAS+ROMERO,CALLE+44+324,TIZIMIN,TIZIMIN
OLGA+MANZANO,CALLE+44+500,MERIDA,MERIDA
FEDERICK+HERBART+MERIDA,CALLE+44+584,MERIDA,MERIDA
COLEGIO+FEDERICK+HERBART+MERIDA,CALLE+44+584,MERIDA,MERIDA
ROBERTO+QUIROZ+GUERRA,CALLE+45,MERIDA,MERIDA
JUSTO+SIERRA+MENDEZ,CALLE+45,MERIDA,MERIDA
MARIA+AMADA+CARDENAS+DE+ALONZO,CALLE+45,PETO,PETO
GASPAR+ANTONIO+XIU,CALLE+45-A+189,PETO,PETO
GABRIEL+GARCIA+MARQUEZ,CALLE+45-A+393,MERIDA,MERIDA
JOSE+DE+LOS+REYES+MARTINEZ,CALLE+45+112,OXKUTZCAB,OXKUTZCAB
JEAN+MARCO+ITARD,CALLE+45+151,MERIDA,MERIDA
COMUNIDAD+EDUCATIVA+MARIA+MONTESSORI,CALLE+45+151,MERIDA,MERIDA
INSTITUTO+PEDAGOGICO+DE+LA+CRUZ,CALLE+45+170,MERIDA,MERIDA
INSTITUTO+PARA+EL+APRENDIZAJE+ILIMITADO,CALLE+45+170,MERIDA,MERIDA
ELENA+VALENCIA+DE+GIL,CALLE+45+209,TEKAX+DE+ALVARO+OBREGON,TEKAX
ADRIANA+VADILLO+RIVAS,CALLE+45+238,MERIDA,MERIDA
GUADALUPE+VICTORIA,CALLE+45+412,MERIDA,MERIDA
IGNACIO+ALLENDE,CALLE+45+465,TIZIMIN,TIZIMIN
JACINTO+CANEK,CALLE+45+519,MERIDA,MERIDA
CENTRO+EDUCATIVO+SONRISAS,CALLE+45+8,MERIDA,MERIDA
JULIA+RUIZ+FUENTES,CALLE+45+NA,MERIDA,MERIDA
BENITO+JUAREZ+GARCIA,CALLE+46,MERIDA,MERIDA
RAMON+NAVARRETE+ROSADO,CALLE+46,MERIDA,MERIDA
BENITO+JUAREZ+GARCIA,CALLE+46,MERIDA,MERIDA
MIGUEL+HIDALGO+Y+COSTILLA,CALLE+46,MERIDA,MERIDA
SANTIAGO+PACHECO+CRUZ,CALLE+46,MERIDA,MERIDA
SERAPIO+RENDON,CALLE+46,MERIDA,MERIDA
JUSTO+SIERRA+O'REILLY,CALLE+46,OXKUTZCAB,OXKUTZCAB
IRMA+OJEDA+DE+MONFORTE,CALLE+46-A,MERIDA,MERIDA
JOSE+A.+GONZALEZ+ROSADO,CALLE+46-A+536,MERIDA,MERIDA
YOLANDA+NOEMI+CARRILLO+PIÑA,CALLE+46-B,MERIDA,MERIDA
MOVIMIENTO+OBRERO+MEXICANO,CALLE+46-B,MERIDA,MERIDA
PAPALOTES,CALLE+46-B+796,MERIDA,MERIDA
ESCUELA+SECUNDARIA+TECNICA+NUM.+20,CALLE+46+196+D,MERIDA,MERIDA
SECUNDARIA+TECNICA+NUM.+77,CALLE+46+196+D,MERIDA,MERIDA
FELIPE+CARRILLO+PUERTO,CALLE+46+243,MOTUL+DE+CARRILLO+PUERTO,MOTUL
INSTITUTO+DE+EDUCACION+PROGRESIVA-THE+WORKSHOP,CALLE+46+317,MERIDA,MERIDA
INSTITUTO+DE+EDUCACION+PROGRESIVA-THE+WORKSHOP,CALLE+46+317,MERIDA,MERIDA
CASITA+FELIZ,CALLE+46+377,MERIDA,MERIDA
ANTONIO+BETANCOURT+PEREZ,CALLE+46+377,MERIDA,MERIDA
SEBASTIAN+LERDO+DE+TEJADA,CALLE+46+377,MERIDA,MERIDA
REMIGIO+AGUILAR+SOSA,CALLE+46+402,MERIDA,MERIDA
JOSE+GONZALEZ+BEYTIA,CALLE+46+402,MERIDA,MERIDA
ALBERTO+PEREZ,CALLE+46+476,TIZIMIN,TIZIMIN
ESCUELA+SECUNDARIA+TECNICA+NUM.+66,CALLE+46+650+A,MERIDA,MERIDA
ESCUELA+SECUNDARIA+TECNICA+NUM.+80,CALLE+46+650+A,MERIDA,MERIDA
ISOLINA+ROSADO+DE+GRAHAM,CALLE+46+900,MERIDA,MERIDA
PEQUEÑOS+SABIOS,CALLE+46+98+B,OXKUTZCAB,OXKUTZCAB
COMUNIDAD+EDUCATIVA+PENINSULAR+DEL+MAYAB,CALLE+46+98+B,OXKUTZCAB,OXKUTZCAB
LUIS+PENICHE+VALLADO,CALLE+47,MERIDA,MERIDA
CARMELA+MARTINEZ+HERNANDEZ+DE+ROCHE,CALLE+47,LAS+COLORADAS,RIO+LAGARTOS
JOAQUIN+ROCHE+ARCE,CALLE+47,LAS+COLORADAS,RIO+LAGARTOS
JUAN+DE+DIOS+RODRIGUEZ+HEREDIA,CALLE+47+142,OXKUTZCAB,OXKUTZCAB
EMILIANO+ZAPATA,CALLE+47+142,OXKUTZCAB,OXKUTZCAB
JARDIN+MI+PRIMER+APRENDIZAJE,CALLE+47+171+A,TEKAX+DE+ALVARO+OBREGON,TEKAX
SALVADOR+DALI,CALLE+47+274,MERIDA,MERIDA
COLIBRI,CALLE+47+392+H,MERIDA,MERIDA
JOSE+RENDON+PENICHE,CALLE+47+DIAGONAL+255,MERIDA,MERIDA
ENRIQUE+LAUBSCHER,CALLE+48,MERIDA,MERIDA
JESUS+MANUEL+IBARRA+PEIRO,CALLE+48,MERIDA,MERIDA
AGUSTIN+FRANCO+VILLANUEVA,CALLE+48,MOTUL+DE+CARRILLO+PUERTO,MOTUL
ANGELA+GONZALEZ+DE+MENENDEZ,CALLE+48,POPOLNAH,TIZIMIN
CENTRO+EDUCATIVO+EL+PATIO+DE+MI+CASA,CALLE+48-A+717,MERIDA,MERIDA
CEPAI,CALLE+48-B+432,MERIDA,MERIDA
INSTITUTO+DE+EDUCACION+PROGRESIVA+THE+WORKSHOP,CALLE+48+312,MERIDA,MERIDA
PATRIA+UNIDA,CALLE+48+563,MERIDA,MERIDA
CENTRO+EDUCATIVO+PATRIA+UNIDA,CALLE+48+563,MERIDA,MERIDA
CORDEMEX,CALLE+49,MERIDA,MERIDA
PEDRO+PABLO+ECHEVERRIA,CALLE+49,MERIDA,MERIDA
5+DE+FEBRERO,CALLE+49,SAN+FRANCISCO,VALLADOLID
COLEGIO+DEWEY,CALLE+49-A+620,MERIDA,MERIDA
MUNDO+INFANTIL,CALLE+49-B+162,MERIDA,MERIDA
EDOUARD+CLAPAREDE,CALLE+49-B+162,MERIDA,MERIDA
RUFINO+BLANCO+FOMBONA,CALLE+49-B+162,MERIDA,MERIDA
CENTRO+EDUCATIVO+WINNETKA,CALLE+49-B+334,MERIDA,MERIDA
CONSUELO+ZAVALA+CASTILLO,CALLE+49-D,MERIDA,MERIDA
PABLO+NERUDA,CALLE+49+131,VALLADOLID,VALLADOLID
FRANCISCO+DE+MONTEJO,CALLE+49+142+A,VALLADOLID,VALLADOLID
ZAMNA,CALLE+49+240,MERIDA,MERIDA
ZAMNA,CALLE+49+240,MERIDA,MERIDA
COLEGIO+BILINGUE+DE+MERIDA,CALLE+49+275+A,MERIDA,MERIDA
RODOLFO+MENENDEZ+DE+LA+PEÑA,CALLE+49+571,MERIDA,MERIDA
RODOLFO+MENENDEZ+DE+LA+PEÑA,CALLE+49+571,MERIDA,MERIDA
RODOLFO+MENENDEZ+DE+LA+PEÑA,CALLE+49+571,MERIDA,MERIDA
JUANA+FIGUEROA,CALLE+5,SISAL,HUNUCMA
ROSARIO+CASTELLANOS,CALLE+5,MERIDA,MERIDA
INSTITUTO+CUMBRES,CALLE+5,MERIDA,MERIDA
CUMBRES,CALLE+5,MERIDA,MERIDA
INSTITUTO+OSSO+DE+YUCATAN,CALLE+5-A+289,MERIDA,MERIDA
CHICHEN+ITZA,CALLE+5-A+321,MERIDA,MERIDA
INSTITUTO+SAN+PATRICIO,CALLE+5-C+320,MERIDA,MERIDA
RAFAEL+CHAZARO+PEREZ,CALLE+5-C+320,MERIDA,MERIDA
INSTITUTO+SAN+PATRICIO,CALLE+5-C+322,MERIDA,MERIDA
GABRIELA+MISTRAL,CALLE+5-C+465,MERIDA,MERIDA
CRECE+PEQUEÑIN,CALLE+5-C+516,MERIDA,MERIDA
DUM+Y+DEE,CALLE+5-F+474,MERIDA,MERIDA
BENITO+JUAREZ+GARCIA,CALLE+5-H,MERIDA,MERIDA
KOMENSKI,CALLE+5+135,MERIDA,MERIDA
INSTITUTO+KOMENSKI,CALLE+5+135,MERIDA,MERIDA
CENTRO+EDUCATIVO+AMERICA,CALLE+5+137,MERIDA,MERIDA
CENTRO+EDUCATIVO+AMERICA,CALLE+5+141,MERIDA,MERIDA
CENTRO+EDUCATIVO+AMERICA,CALLE+5+141,MERIDA,MERIDA
INSTITUTO+CUMBRES,CALLE+5+169,MERIDA,MERIDA
CRAYOLAS,CALLE+5+587,MERIDA,MERIDA
INSTITUTO+TIERRA+Y+LIBERTAD,CALLE+5+589,MERIDA,MERIDA
JOSE+ALAYOLA+PREVE,CALLE+5+93,CELESTUN,CELESTUN
PREESCOLAR+COMUNITARIO,CALLE+5+DE+MAYO,AKIL,AKIL
INSTITUTO+GODWIN,CALLE+5+GLORIETA+CUMBRES,MERIDA,MERIDA
INSTITUTO+GODWIN,CALLE+5+GLORIETA+CUMBRES,MERIDA,MERIDA
RAMON+G.+BONFIL,CALLE+5+SN,YAXCOPOIL,UMAN
21+DE+MARZO,CALLE+50,IZAMAL,IZAMAL
JUUL+KIN,CALLE+50,MERIDA,MERIDA
FRANCISCO+GABILONDO+SOLER,CALLE+50,MERIDA,MERIDA
JACINTO+LEONARDO+ROSADO+AVILES,CALLE+50,MERIDA,MERIDA
ANTONIO+MEDIZ+BOLIO,CALLE+50,POPOLNAH,TIZIMIN
PEDRO+HENRIQUEZ+UREÑA,CALLE+50-B,MERIDA,MERIDA
SHAKTI,CALLE+50+122+B,MERIDA,MERIDA
MUNDO+PEQUEÑO,CALLE+50+140,MERIDA,MERIDA
JUAN+SARABIA,CALLE+50+145,TEKAX+DE+ALVARO+OBREGON,TEKAX
GVC+CENTRO+DE+ENSEÑANZA+ROSADO+PEREZ,CALLE+50+279,MERIDA,MERIDA
INSTITUTO+MEXICO,CALLE+50+290,MERIDA,MERIDA
INSTITUTO+MEXICO+DE+MERIDA,CALLE+50+290,MERIDA,MERIDA
MIGUEL+BARRERA+PALMERO,CALLE+50+333,TIZIMIN,TIZIMIN
MIGUEL+BARRERA+PALMERO,CALLE+50+333,TIZIMIN,TIZIMIN
OTILIA+LOPEZ,CALLE+50+399,TIZIMIN,TIZIMIN
REPUBLICA+DE+MEXICO,CALLE+50+415,MERIDA,MERIDA
MARIA+GONZALEZ+PALMA,CALLE+50+454,MERIDA,MERIDA
MA+GONZALEZ+PALMA+DE+AVILA,CALLE+50+454,MERIDA,MERIDA
MARIA+GONZALEZ+PALMA+DE-A.C.,CALLE+50+454+NA,MERIDA,MERIDA
CARLOS+CARRILLO+ALONZO,CALLE+50+50,OXKUTZCAB,OXKUTZCAB
ARCADIO+SANTOYO,CALLE+50+50,OXKUTZCAB,OXKUTZCAB
CENTRO+EDUCATIVO+ABC,CALLE+50+547,KANASIN,KANASIN
RODRIGO+AVALOS+MARTIRES,CALLE+50+547,KANASIN,KANASIN
CENTRO+EDUCATIVO+MI+PARAISO+INFANTIL,CALLE+50+552,MERIDA,MERIDA
CENTRO+EDUCATIVO+INTEGRAL+DEL+SUR,CALLE+50+552+A,KANASIN,KANASIN
SALVADOR+DALI,CALLE+50+751+B,MERIDA,MERIDA
CARMELA+COSGAYA+RIVAS,CALLE+51,MERIDA,MERIDA
RICARDO+PALMERIN+PAVIA,CALLE+51,TEKAX+DE+ALVARO+OBREGON,TEKAX
FELIPE+CARRILLO+PUERTO,CALLE+51,TEKAX+DE+ALVARO+OBREGON,TEKAX
SCALA+NIÑOS,CALLE+51+244,MERIDA,MERIDA
CENTRO+EDUCATIVO+INFANTIL+PARVULITOS,CALLE+51+273,MERIDA,MERIDA
FRIDA+KAHLO+CALDERON,CALLE+51+326,MERIDA,MERIDA
INSTITUTO+EDUCATIVO+DE+TIZIMIN,CALLE+51+457+NA,TIZIMIN,TIZIMIN
INSTITUTO+MEXICO,CALLE+51+457+NA,TIZIMIN,TIZIMIN
INSTITUTO+MEXICO,CALLE+51+457+NA,TIZIMIN,TIZIMIN
ESCUELA+SECUNDARIA+TECNICA+NUM.+82,CALLE+51+701+V,UMAN,UMAN
JUAN+CUPUL,CALLE+52,MERIDA,MERIDA
SALVADOR+VARELA+RESENDIZ,CALLE+52,MERIDA,MERIDA
SALVADOR+VARELA+RESENDIZ,CALLE+52,MERIDA,MERIDA
SANTIAGO+MENESES,CALLE+52,MERIDA,MERIDA
MANUEL+ALCALA+MARTIN,CALLE+52,MERIDA,MERIDA
FELIPE+CARRILLO+PUERTO,CALLE+52,TEKIK+DE+REGIL,TIMUCUY
JUSTO+SIERRA+MENDEZ,CALLE+52,TIZIMIN,TIZIMIN
JACINTO+CANEK,CALLE+52-A,TIZIMIN,TIZIMIN
JACINTO+CANEK,CALLE+52+103,OXKUTZCAB,OXKUTZCAB
JOSE+ANDRES+ESPINOSA+COLONIA,CALLE+52+105+D,OXKUTZCAB,OXKUTZCAB
JOSEFA+ORTIZ+DE+DOMINGUEZ,CALLE+52+105+D,OXKUTZCAB,OXKUTZCAB
MANUEL+ALCALA+Y+ALCALA,CALLE+52+397,TIZIMIN,TIZIMIN
APRENDIENDO+A+CRECER,CALLE+52+407+B,MERIDA,MERIDA
DOMINGO+SOLIS+RODRIGUEZ,CALLE+52+555,MERIDA,MERIDA
VICENTE+GUERRERO,CALLE+52+555,MERIDA,MERIDA
ARTEMIO+ALPIZAR+RUZ,CALLE+52+555+NA,MERIDA,MERIDA
JARDIN+DE+NIÑOS+ALINA,CALLE+52+867,MERIDA,MERIDA
DEMOCRACIA,CALLE+53,KANASIN,KANASIN
CARLOS+CASTILLO+MONTES+DE+OCA,CALLE+53,TEKAX+DE+ALVARO+OBREGON,TEKAX
MANUEL+ALCALA+MARTIN,CALLE+53,COLONIA+YUCATAN,TIZIMIN
JOAQUIN+CEBALLOS+MIMENZA,CALLE+53,COLONIA+YUCATAN,TIZIMIN
DEMETRIO+RIVERO+TRIAY,CALLE+53-A,KANASIN,KANASIN
COLEGIO+PEQUEÑOS+GRANDES+GENIOS,CALLE+53-A+343,MERIDA,MERIDA
JOSE+ANDRES+ANTUÑA+SANCHEZ,CALLE+53-B,MERIDA,MERIDA
SARA+MARIA+CARRILLO+VEGA,CALLE+53-B,MERIDA,MERIDA
COLEGIO+YUCALPETEN,CALLE+53-B+332,MERIDA,MERIDA
ROBERTO+CASELLAS+RIVAS,CALLE+53-B+369,MERIDA,MERIDA
COLEGIO+YUCALPETEN,CALLE+53-C+333,MERIDA,MERIDA
CENTRO+ESCOLAR+PEDAGOGICO+DEL+SURESTE,CALLE+53-C+368,MERIDA,MERIDA
PAIDOS,CALLE+53-D+242,MERIDA,MERIDA
WILLIAM+KILPATRICK,CALLE+53-D+242,MERIDA,MERIDA
WILLIAM+BENIGNO+BRITO+SANSORES,CALLE+53-D+242,MERIDA,MERIDA
MANUELA+ALONZO+ROMERO,CALLE+53+135,TEKAX+DE+ALVARO+OBREGON,TEKAX
MIGUEL+ALONZO+ROMERO,CALLE+53+135,TEKAX+DE+ALVARO+OBREGON,TEKAX
JARDIN+DE+NIÑOS+KOOKAY,CALLE+53+200+B,TEKAX+DE+ALVARO+OBREGON,TEKAX
CARLOS+NOVELO+FERNANDEZ,CALLE+53+205,VALLADOLID,VALLADOLID
ZAMNA,CALLE+53+241,MERIDA,MERIDA
JOAQUIN+CEBALLOS+MIMENZA,CALLE+53+267,MERIDA,MERIDA
ANGELICA+GUILLEN+FERDINAND,CALLE+53+416,MERIDA,MERIDA
MARIA+DE+MONSERRAT,CALLE+53+416,MERIDA,MERIDA
CENTRO+DE+DESARROLLO+INFANTIL+DE+MERIDA,CALLE+53+488,MERIDA,MERIDA
VICENTE+GUERRERO,CALLE+53+556,MERIDA,MERIDA
ANTONIO+MARTINEZ+DE+CASTRO,CALLE+53+556,MERIDA,MERIDA
ESCUELA+SECUNDARIA+TECNICA+NUM.+65,CALLE+53+SN,TZUCACAB,TZUCACAB
MARIA+ROMERO+CONDE+DE+LOEZA,CALLE+54-A+425,TIZIMIN,TIZIMIN
CARMEN+SERDAN,CALLE+54-A+580,MERIDA,MERIDA
CHAN+KIIN,CALLE+54+100,OXKUTZCAB,OXKUTZCAB
DEMETRIO+RIVERO+TRIAY,CALLE+54+203,VALLADOLID,VALLADOLID
CLEMENCIA+BARREDO+LOPEZ,CALLE+54+460,KANASIN,KANASIN
COLEGIO+JUAN+PABLO+II,CALLE+54+460,KANASIN,KANASIN
INSTITUTO+MONTE+LIBANO,CALLE+54+486,MERIDA,MERIDA
INSTITUTO+MONTE+LIBANO,CALLE+54+486++Num.+Exterior+1,MERIDA,MERIDA
CENDI+MONTE+LIBANO+NUM.+186,CALLE+54+493,MERIDA,MERIDA
JULIA+PEON,CALLE+54+554,MERIDA,MERIDA
JUSTO+SIERRA+MENDEZ,CALLE+54+656,MERIDA,MERIDA
CESAR+MENDOZA+SANTANA,CALLE+55,MERIDA,MERIDA
SEPTIMIO+PEREZ+PALACIOS,CALLE+55,MERIDA,MERIDA
CLAUDIO+CORTES+CASTRO,CALLE+55-A+98,OXKUTZCAB,OXKUTZCAB
JOSE+MONTES+DE+OCA,CALLE+55+202,TEKAX+DE+ALVARO+OBREGON,TEKAX
FABIAN+SANSORES,CALLE+55+204,TEKAX+DE+ALVARO+OBREGON,TEKAX
JUAN+PACHECO+TORRES,CALLE+55+268,TEKAX+DE+ALVARO+OBREGON,TEKAX
JUAN+PACHECO+TORRES,CALLE+55+268,TEKAX+DE+ALVARO+OBREGON,TEKAX
MI+POBRE+ANGELITO,CALLE+55+423,MERIDA,MERIDA
ALFREDO+NOBEL,CALLE+55+423,MERIDA,MERIDA
HEROE+DE+NACOZARI,CALLE+55+454,MERIDA,MERIDA
AMANECER+PENINSULAR,CALLE+55+695,MERIDA,MERIDA
KINDER+MAGICO+DE+MERIDA,CALLE+55+697,MERIDA,MERIDA
JONAS+SALK,CALLE+56,KANASIN,KANASIN
LUIS+DONALDO+COLOSIO+MURRIETA,CALLE+56,MERIDA,MERIDA
MOISES+VAZQUEZ+PACHO,CALLE+56,OXKUTZCAB,OXKUTZCAB
LUCRECIA+VADILLO+RIVAS,CALLE+56-A+444,MERIDA,MERIDA
MODELO,CALLE+56-A+444,MERIDA,MERIDA
MODELO,CALLE+56-A+444,MERIDA,MERIDA
COLEGIO+AMERICA+DE+MERIDA,CALLE+56-A+493,MERIDA,MERIDA
GVC+NUM.+115+CENTRO+DE+DESARROLLO+INFANTIL+LOS+PAYASOS,CALLE+56-A+AVENIDA+CAMPO+DEPORTIVO+307,MERIDA,MERIDA
20+DE+NOVIEMBRE,CALLE+56+541,CAMPESTRE+FLAMBOYANES,PROGRESO
MANUEL+AVILA+CAMACHO,CALLE+56+541,CAMPESTRE+FLAMBOYANES,PROGRESO
21+DE+MARZO,CALLE+56+750,CAMPESTRE+FLAMBOYANES,PROGRESO
CENTRO+DE+EDUCACION+ATENCION+INTEGRAL+INFANTIL,CALLE+56+99,PROGRESO,PROGRESO
CENTRO+DE+EDUCACION,CALLE+56+99,PROGRESO,PROGRESO
EMILIANO+ZAPATA,CALLE+57,MERIDA,MERIDA
JOSE+AZUETA,CALLE+57-B,MERIDA,MERIDA
ERMILO+ABREU+GOMEZ,CALLE+57-B+407,MERIDA,MERIDA
SOR+JUANA+INES+DE+LA+CRUZ,CALLE+57-B+407,MERIDA,MERIDA
DOLORES+OTERO+MALDONADO,CALLE+57-D,MERIDA,MERIDA
ONOFRE+BACELIS,CALLE+57+176,TEKAX+DE+ALVARO+OBREGON,TEKAX
FRANCISCO+DE+MONTEJO+EL+MOZO,CALLE+57+332,MERIDA,MERIDA
HERMILA+GALINDO,CALLE+57+358,MERIDA,MERIDA
HERMILA+GALINDO,CALLE+57+358,MERIDA,MERIDA
INSTITUTO+EDUCATIVO+MATILDE+CARDENAS+ALVAREZ,CALLE+57+458,MERIDA,MERIDA
NICOLAS+CAMARA+LUJAN,CALLE+57+458,MERIDA,MERIDA
ALVARO+VAZQUEZ+ECHAZARRETA,CALLE+57+460,MERIDA,MERIDA
DISTRITO+FEDERAL,CALLE+57+466,MERIDA,MERIDA
DISTRITO+FEDERAL,CALLE+57+466+A,MERIDA,MERIDA
VICENTE+GUERRERO,CALLE+57+556,MERIDA,MERIDA
VICENTE+GUERRERO,CALLE+57+556,MERIDA,MERIDA
MIS+PRIMERAS+LETRAS,CALLE+57+619,MERIDA,MERIDA
EDUARDO+URZAIZ+RODRIGUEZ,CALLE+57+746,MERIDA,MERIDA
VALENTIN+GOMEZ+FARIAS,CALLE+57+75,OXKUTZCAB,OXKUTZCAB
LAS+HORAS+FELICES,CALLE+57+824,MERIDA,MERIDA
SANTIAGO+NAVARRO+SILVA,CALLE+57+DIAGONAL,MERIDA,MERIDA
ADDA+RUTH+PENICHE+SIERRA,CALLE+58,MERIDA,MERIDA
RITA+CETINA+GUTIERREZ,CALLE+58,MERIDA,MERIDA
COLEGIO+AMERICA+DE+MERIDA,CALLE+58-A+493,MERIDA,MERIDA
COLEGIO+AMERICA+DE+MERIDA,CALLE+58-A+493,MERIDA,MERIDA
MARY+POPPINS,CALLE+58+394,MERIDA,MERIDA
SAN+AGUSTIN,CALLE+58+484,MERIDA,MERIDA
UNESCO,CALLE+58+507,MERIDA,MERIDA
CONSUELO+ZAVALA,CALLE+58+593,MERIDA,MERIDA
LEY+DE+GINEBRA,CALLE+59,KANASIN,KANASIN
18+DE+MARZO,CALLE+59,KANASIN,KANASIN
LAURO+AGUIRRE,CALLE+59,PETO,PETO
LEYES+DE+REFORMA,CALLE+59-A+566+F,MERIDA,MERIDA
WOLFGANG+AMADEUS+MOZART,CALLE+59-B+348+A,MERIDA,MERIDA
CENTRO+EDUCATIVO+GANDHI,CALLE+59-C+204,MERIDA,MERIDA
ZACIL+BE,CALLE+59+238,TEKAX+DE+ALVARO+OBREGON,TEKAX
GABINO+BARREDA,CALLE+59+292+A,TIZIMIN,TIZIMIN
GABINO+BARREDA,CALLE+59+292+A,TIZIMIN,TIZIMIN
NICOLAS+BRAVO,CALLE+59+564+A,MERIDA,MERIDA
NICOLAS+BRAVO,CALLE+59+566,MERIDA,MERIDA
ELIGIO+ANCONA,CALLE+59+624,MERIDA,MERIDA
CENTRO+EDUCATIVO+INFANTIL+DONALD,CALLE+59+634,MERIDA,MERIDA
COLEGIO+LIBERTAD,CALLE+59+649,MERIDA,MERIDA
JACINTO+UC+DE+LOS+SANTOS,CALLE+59+676,MERIDA,MERIDA
GUARDERIA+PARTICIPATIVA+NUM.+263+CANACINTRA+DELEGACION+YUCATAN,CALLE+59+839,MERIDA,MERIDA
GONZALO+NAVARRO+BAEZ,CALLE+59+849,MERIDA,MERIDA
GONZALO+NAVARRO+BAEZ,CALLE+59+849,MERIDA,MERIDA
EL+CASTILLO+DE+LOS+NIÑOS,CALLE+59+933,MERIDA,MERIDA
CENTRO+EDUCATIVO+MONTESSORI+NAJ+PAALAAL+DE+MERIDA,CALLE+6,MERIDA,MERIDA
MARIA+ISOLINA+ROSADO,CALLE+6,TIXKOKOB,TIXKOKOB
DAVID+VIVAS+ROMERO,CALLE+6+(AVENIDA+CUPULES)+64,MERIDA,MERIDA
ISOLINA+PEREZ+CASTILLO,CALLE+6+39,MERIDA,MERIDA
NARCEDALIA+MONTALVO+DE+G,CALLE+6+41,SUDZAL,SUDZAL
JOSE+MA+MORELOS+Y+PAVON,CALLE+6+69,MERIDA,MERIDA
