NOMBRE,CALLE+Y+NUMERO,LOCALIDAD,MUNICIPIO
CENTRO+EDUCATIVO+PEQUEMUNDO,CALLE+21+DIAGONAL+374,MERIDA,MERIDA
BERTA+MARIA+GONZALEZ+RODRIGUEZ,CALLE+21+NA,CELESTUN,CELESTUN
OCTAVIO+PAZ,CALLE+21+SALIDA+CARRETERA+A+YAXCABA,TABI,SOTUTA
ELMER+ORLANDO+GOROCICA+LARA,CALLE+21+SN,UCU,UCU
EMILIANO+ZAPATA,CALLE+22,BUCTZOTZ,BUCTZOTZ
GONZALO+CAMARA+ZAVALA,CALLE+22,CONKAL,CONKAL
JOSE+VASCONCELOS,CALLE+22,X-CAN,CHEMAX
ROSARIO+CASTELLANOS,CALLE+22,ESPITA,ESPITA
ESCUELA+SECUNDARIA+TECNICA+NUM.+47,CALLE+22,MANI,MANI
ROSA+TORRES,CALLE+22,MERIDA,MERIDA
ESTEFANIA+CASTAÑEDA,CALLE+22,MOLAS,MERIDA
LOL+TUN,CALLE+22,TEKAL+DE+VENEGAS,TEKAL+DE+VENEGAS
FRANCISCO+I.+MADERO,CALLE+22,TEKANTO,TEKANTO
MANUEL+AVILA+CAMACHO,CALLE+22,TETIZ,TETIZ
SILVIO+ZAVALA+VALLADO,CALLE+22,TETIZ,TETIZ
VICENTE+GUERRERO,CALLE+22,TZUCACAB,TZUCACAB
NIÑOS+HEROES,CALLE+22+100,TINUM,TINUM
FELIPE+CARRILLO+PUERTO,CALLE+22+101,KANTUNIL,KANTUNIL
PATRIA+Y+LIBERTAD,CALLE+22+101+A,YAXKUKUL,YAXKUKUL
PATRIA+Y+LIBERTAD,CALLE+22+103+A,YAXKUKUL,YAXKUKUL
FRANCISCO+I.+MADERO,CALLE+22+107,CHICXULUB+PUEBLO,CHICXULUB+PUEBLO
DELIA+MARIA+PINELO+RODRIGUEZ,CALLE+22+159,UMAN,UMAN
PASTOR+RAMIREZ+COELLO,CALLE+22+159+NA,UMAN,UMAN
ROSAURA+ZAPATA,CALLE+22+163,MERIDA,MERIDA
JENARO+RODRIGUEZ+CORREA,CALLE+22+200+A,MERIDA,MERIDA
JENARO+RODRIGUEZ+CORREA,CALLE+22+200+A,MERIDA,MERIDA
MANUELA+OLIVARES,CALLE+22+200+NA,ESPITA,ESPITA
CECILIO+CHI,CALLE+22+223+NA,ESPITA,ESPITA
TELESECUNDARIA+NUM.+157,CALLE+22+270+B,MERIDA,MERIDA
MARIANO+MATAMOROS,CALLE+22+320,MERIDA,MERIDA
CACHORRITOS,CALLE+22+367,MERIDA,MERIDA
TERESA+DE+AVILA,CALLE+22+490,TIZIMIN,TIZIMIN
TERESA+DE+AVILA,CALLE+22+490,TIZIMIN,TIZIMIN
COLEGIO+TERESA+DE+AVILA+DE+TIZIMIN,CALLE+22+490,TIZIMIN,TIZIMIN
ERMILO+ABREU+GOMEZ,CALLE+22+89,ACANCEH,ACANCEH
LOL+BEH,CALLE+22+92+C,HUHI,HUHI
EMILIANO+ZAPATA,CALLE+22+95,HOLCA,KANTUNIL
KIN+PAAL,CALLE+22+97+B,UMAN,UMAN
COLEGIO+KIN+PAAL,CALLE+22+97+B,UMAN,UMAN
GABINO+DE+J+VAZQUEZ,CALLE+22+99,TETIZ,TETIZ
ESCUELA+SECUNDARIA+TECNICA+NUM.+57,CALLE+22+NA,MERIDA,MERIDA
HERMENEGILDO+GALEANA,CALLE+22+NA,YAXCABA,YAXCABA
MIGUEL+HIDALGO+Y+COSTILLA,CALLE+23,AKIL,AKIL
NACHI+COCOM,CALLE+23,AKIL,AKIL
LUIS+PASTEUR,CALLE+23,CANSAHCAB,CANSAHCAB
VICENTE+GUERRERO,CALLE+23,CHOCHOLA,CHOCHOLA
CHILAM+BALAM,CALLE+23,CHUMAYEL,CHUMAYEL
EMILIANO+ZAPATA,CALLE+23,DZIDZANTUN,DZIDZANTUN
VICTOR+MANUEL+GUTIERREZ+ARCEO,CALLE+23,DZONCAUICH,DZONCAUICH
ANDREA+AGUILAR+DE+CUEVAS,CALLE+23,HOCTUN,HOCTUN
RICARDO+FLORES+MAGON,CALLE+23,KIMBILA,IZAMAL
NETZAHUALCOYOTL,CALLE+23,KANTUNIL,KANTUNIL
AURELIANO+ESQUIVEL+CASAS,CALLE+23,KANTUNIL,KANTUNIL
DELIO+CASTILLO+AYUSO,CALLE+23,MANI,MANI
JULIO+DE+LA+FUENTE,CALLE+23,TIPIKAL,MANI
ORENCIO+ITZA,CALLE+23,MAYAPAN,MAYAPAN
FRANCISCO+GONZALEZ+BOCANEGRA,CALLE+23,MERIDA,MERIDA
AGUSTIN+FRANCO+VILLANUEVA,CALLE+23,SAN+JOSE+TZAL,MERIDA
EMILIANO+ZAPATA,CALLE+23,SAN+JOSE+TZAL,MERIDA
ESCUELA+SECUNDARIA+TECNICA+NUM.+24,CALLE+23,MERIDA,MERIDA
ESCUELA+SECUNDARIA+TECNICA+NUM.+55,CALLE+23,MERIDA,MERIDA
SECUNDARIA+TECNICA+NUM.+78,CALLE+23,MERIDA,MERIDA
ESCUELA+SECUNDARIA+TECNICA+NUM.+42,CALLE+23,OPICHEN,OPICHEN
JUSTO+SIERRA+MENDEZ,CALLE+23,SANTA+ELENA,SANTA+ELENA
EL+NIÑO+ARTILLERO,CALLE+23,UMAN,UMAN
DOMINGO+SOLIS,CALLE+23-A,KOPOMA,KOPOMA
ISABEL+MARIA+PEREZ+DE+RIVERO,CALLE+23-A,PROGRESO,PROGRESO
INSTITUTO+SAVIA,CALLE+23-A+301,MERIDA,MERIDA
INSTITUTO+SAVIA,CALLE+23-A+301,MERIDA,MERIDA
CENDI+Y+JARDIN+EL+MUNDO+DE+LOS+NIÑOS,CALLE+23-A+323,MERIDA,MERIDA
CENTRO+EDUCATIVO+EL+MUNDO+DE+LOS+NIÑOS,CALLE+23-A+323,MERIDA,MERIDA
COLEGIO+DE+MEXICO,CALLE+23-A+SN,MERIDA,MERIDA
COLEGIO+DE+MEXICO,CALLE+23-A+SN,MERIDA,MERIDA
NICOLAS+PENICHE+DZUL,CALLE+23+100,SUCILA,SUCILA
VICTOR+GALLO+MARTINEZ,CALLE+23+100,TIMUCUY,TIMUCUY
LEONARDO+DA+VINCI,CALLE+23+105,TELCHAC,TELCHAC+PUEBLO
MI+PATRIA,CALLE+23+110,TIMUCUY,TIMUCUY
ALBINO+J+LOPE,CALLE+23+116,ACANCEH,ACANCEH
TIBURCIO+FLOTA,CALLE+23+12,TIXMEHUAC,TIXMEHUAC
SYLVANA,CALLE+23+124+A,VALLADOLID,VALLADOLID
SYLVANA,CALLE+23+124+A,VALLADOLID,VALLADOLID
LEANDRO+VALLE,CALLE+23+153,KANASIN,KANASIN
FAUSTINO+GARCIA+FRANCO,CALLE+23+187,MUNA,MUNA
RAFAEL+RAMIREZ+CASTAÑEDA,CALLE+23+188,ESPITA,ESPITA
NIÑOS+HEROES,CALLE+23+188,ESPITA,ESPITA
IGNACIO+ALDAMA,CALLE+23+200+A,MUNA,MUNA
ARCO+IRIS+DE+MUNA,CALLE+23+203,MUNA,MUNA
JUSTO+SIERRA+MENDEZ,CALLE+23+204,KANTUNIL,KANTUNIL
ERMILO+ABREU+GOMEZ,CALLE+23+207,MERIDA,MERIDA
EL+CARRUSEL+DE+MERIDA,CALLE+23+209,MERIDA,MERIDA
CREATIVIDAD+EN+LA+EDUCACION,CALLE+23+209,MERIDA,MERIDA
JOSE+MONTES+DE+OCA,CALLE+23+209,MERIDA,MERIDA
NIÑO+ARTILLERO,CALLE+23+22,TZUCACAB,TZUCACAB
INSTITUTO+MONTECARLO,CALLE+23+221,MERIDA,MERIDA
ALFREDO+PENICHE+EROSA,CALLE+23+47,CALOTMUL,CALOTMUL
JOSE+TRINIDAD+MENDEZ,CALLE+23+53,CHELEM,PROGRESO
JARDINES,CALLE+23+710,MERIDA,MERIDA
COLEGIO+JARDINES,CALLE+23+710,MERIDA,MERIDA
COLEGIO+JARDINES,CALLE+23+710,MERIDA,MERIDA
TUNBEN+KIN,CALLE+23+76,CONKAL,CONKAL
MELCHOR+OCAMPO,CALLE+23+78,SOTUTA,SOTUTA
NARCISO+MENDOZA,CALLE+23+79,TZUCACAB,TZUCACAB
FRANCISCO+I.+MADERO,CALLE+23+90,TUNKAS,TUNKAS
JOSE+MARIA+MORELOS+Y+PAVON,CALLE+23+95,OPICHEN,OPICHEN
SILVESTRE+EROSA+PENICHE,CALLE+23+99,DZITAS,DZITAS
HUMBERTO+LARA+Y+LARA,CALLE+23+CARRETERA+MERIDA-CAUCEL,CAUCEL,MERIDA
MARCELINA+SILVA+DE+ARCEO,CALLE+23+SN,VALLADOLID,VALLADOLID
HERNAN+CORTES,CALLE+24,CHOCHOLA,CHOCHOLA
SASIL+JA',CALLE+24,DZAN,DZAN
BENITO+JUAREZ+GARCIA,CALLE+24,HOLCA,KANTUNIL
ITZ+CAAN,CALLE+24,MAYAPAN,MAYAPAN
KUKULCAN,CALLE+24,MERIDA,MERIDA
ROMULO+ROZO,CALLE+24,DZUNUNCAN,MERIDA
FELIPE+CARRILLO+PUERTO,CALLE+24,SAMAHIL,SAMAHIL
FELIPE+CARRILLO+PUERTO,CALLE+24,TECOH,TECOH
CUITLAHUAC,CALLE+24,TIXPEHUAL,TIXPEHUAL
JUSTO+SIERRA+MENDEZ,CALLE+24+103+A,CAUCEL,MERIDA
SOR+JUANA+INES+DE+LA+CRUZ,CALLE+24+104,CANSAHCAB,CANSAHCAB
MARCIAL+CERVERA+BUENFIL,CALLE+24+110,CONKAL,CONKAL
CENTRO+EDUCATIVO+LAROUSSE,CALLE+24+121,MERIDA,MERIDA
TUM+BEN+HA,CALLE+24+141,ESPITA,ESPITA
JULIA+ESCOBAR+CEBALLOS,CALLE+24+144,PROGRESO,PROGRESO
BRIGIDA+ALFARO,CALLE+24+150,UMAN,UMAN
ESTADO+DE+CAMPECHE,CALLE+24+173,TICUL,TICUL
GUARDERIA+PARTICIPATIVA+NUM.+326+SERVICIOS+DE+GUARDERIA+A+LA+NIÑEZ+CAN,CALLE+24+188+B,MERIDA,MERIDA
CARLOS+MARX,CALLE+24+193,PROGRESO,PROGRESO
CARLOS+MARX,CALLE+24+193,PROGRESO,PROGRESO
JUAN+ESCUTIA,CALLE+24+203+B,HUNUCMA,HUNUCMA
VICENTE+GUERRERO,CALLE+24+220,MOTUL+DE+CARRILLO+PUERTO,MOTUL
CRISMAR,CALLE+24+222,HUNUCMA,HUNUCMA
NIÑOS+HEROES,CALLE+24+222,HUNUCMA,HUNUCMA
TIBURCIO+MENA,CALLE+24+243,IZAMAL,IZAMAL
FELIPE+CARRILLO+PUERTO,CALLE+24+256+A,TICUL,TICUL
AGUSTIN+MELGAR,CALLE+24+268+C,IZAMAL,IZAMAL
GRUPO+MONTESSORI+DE+LA+CIUDAD+DE+MERIDA,CALLE+24+305+A,MERIDA,MERIDA
SAN+ANGEL,CALLE+24+305+A,MOTUL+DE+CARRILLO+PUERTO,MOTUL
COLEGIO+SAN+ANGEL,CALLE+24+305+A,MOTUL+DE+CARRILLO+PUERTO,MOTUL
CENTRO+EDUCATIVO+ITZAMNA,CALLE+24+67,MERIDA,MERIDA
ITZAMNA,CALLE+24+67++Num.+Exterior+85,MERIDA,MERIDA
MIGUEL+HIDALGO+Y+COSTILLA,CALLE+24+87,SINANCHE,SINANCHE
FELIPE+CARRILLO+PUERTO,CALLE+24+93,HOMUN,HOMUN
JUAN+N+ALVAREZ,CALLE+24+93,HOMUN,HOMUN
ARMANDO+E+GOROCICA+PUERTO,CALLE+24+93,TIXKOKOB,TIXKOKOB
ARMANDO+E+GOROCICA+PUERTO,CALLE+24+93,TIXKOKOB,TIXKOKOB
DR.+FABIAN+VALLADO+ESCALANTE,CALLE+24+CARRETERA+A+SUCILA,ESPITA,ESPITA
EMILIANO+ZAPATA,CALLE+24+NA,SAMAHIL,SAMAHIL
LUIS+DONALDO+COLOSIO+MURRIETA,CALLE+24+NA,TETIZ,TETIZ
JOSEFINA+RAMOS+DEL+RIO,CALLE+25,ACANCEH,ACANCEH
U+NE'EK+SAAMAL,CALLE+25,CHEMAX,CHEMAX
CUAUHTEMOC,CALLE+25,KANASIN,KANASIN
BENITO+JUAREZ+GARCIA,CALLE+25,MANI,MANI
ESCUELA+SECUNDARIA+TECNICA+NUM.+5,CALLE+25,MAXCANU,MAXCANU
GVC+CENTRO+UNIVERSAL+PARA+NIÑOS+ACTIVOS+Y+SOCIALES+036,CALLE+25,MERIDA,MERIDA
JAIME+NUNO,CALLE+25,CAUCEL,MERIDA
NIÑOS+HEROES,CALLE+25,MERIDA,MERIDA
ROBERTO+QUIROZ+GUERRA,CALLE+25,MERIDA,MERIDA
FELIPE+CARRILLO+PUERTO,CALLE+25,MERIDA,MERIDA
AGORA+COMUNIDAD+EDUCATIVA,CALLE+25,MERIDA,MERIDA
AGUSTIN+MELGAR,CALLE+25,SACALUM,SACALUM
JUAN+GARCIA+PONCE,CALLE+25,UAYMA,UAYMA
VENUSTIANO+CARRANZA,CALLE+25,YAXCABA,YAXCABA
TIERRA+Y+LIBERTAD,CALLE+25-A,UMAN,UMAN
CENTRO+EDUCATIVO+INFANCIA+FELIZ,CALLE+25-A+330,MERIDA,MERIDA
MIGUEL+HIDALGO,CALLE+25-A+455,MERIDA,MERIDA
MIGUEL+HIDALGO,CALLE+25-A+455,MERIDA,MERIDA
22+DE+FEBRERO+CROC,CALLE+25-B,MERIDA,MERIDA
COLEGIO+DE+MEXICO,CALLE+25-B+291,MERIDA,MERIDA
CENTRO+EDUCATIVO+CARITA+FELIZ,CALLE+25-B+448,MERIDA,MERIDA
GALILEO+GALILEI,CALLE+25+101,KANASIN,KANASIN
RICARDO+FLORES+MAGON,CALLE+25+139+NA,TICUL,TICUL
ANTONIO+MEDIZ+BOLIO,CALLE+25+181,VALLADOLID,VALLADOLID
RICARDO+LOPEZ+MENDEZ,CALLE+25+181,VALLADOLID,VALLADOLID
LEONA+VICARIO,CALLE+25+186,PUSTUNICH,TICUL
GAUDENCIO+PERAZA+ESQUILIANO,CALLE+25+186,TICUL,TICUL
FELIPE+CARRILLO+PUERTO,CALLE+25+189,PUSTUNICH,TICUL
NAHIL+PAAL,CALLE+25+191,MERIDA,MERIDA
PRUDENCIO+PATRON+PENICHE,CALLE+25+198+A,ESPITA,ESPITA
JOAQUIN+BARRERA+GONZALEZ,CALLE+25+200,TICUL,TICUL
FEDERICO+FROEBEL,CALLE+25+203,MERIDA,MERIDA
VENUSTIANO+CARRANZA,CALLE+25+226,TICUL,TICUL
BENITO+JUAREZ+GARCIA,CALLE+25+230,MAMA,MAMA
DR.+JAIME+TORRES+BODET,CALLE+25+252+A,MUNA,MUNA
RUBEN+DARIO,CALLE+25+36,CHICXULUB+(CHICXULUB+PUERTO),PROGRESO
JUAN+DE+DIOS+RODRIGUEZ+HEREDIA,CALLE+25+545,MERIDA,MERIDA
SALVADOR+ALVARADO,CALLE+25+545,MERIDA,MERIDA
FELIPE+CARRILLO+PUERTO,CALLE+25+66,DZILAM+GONZALEZ,DZILAM+GONZALEZ
FELIPE+CARRILLO+PUERTO,CALLE+25+77,TEYA,TEYA
MARIA+DEL+TRANSITO+NOVELO,CALLE+25+86,DZITAS,DZITAS
ADOLFO+LOPEZ+MATEOS,CALLE+25+86,DZITAS,DZITAS
ALFREDO+BARRERA+VASQUEZ,CALLE+25+87+NA,CHOLUL,MERIDA
SECUNDARIA+NUM.+78,CALLE+25+CARRETERA+MAMA,CHAPAB,CHAPAB
FRANCISCO+J.+MUJICA,CALLE+26,CANTAMAYEC,CANTAMAYEC
SANTIAGO+MENDEZ+GIL,CALLE+26,CHAPAB,CHAPAB
JUAN+ESCUTIA,CALLE+26,CHEMAX,CHEMAX
EKNAKAN,CALLE+26,HOCABA,HOCABA
FELICIANO+CANUL+REYES,CALLE+26,HUNUCMA,HUNUCMA
FRANCISCO+I.+MADERO,CALLE+26,HUNUCMA,HUNUCMA
EUSTAQUIO+AVILA+SOSA,CALLE+26,IZAMAL,IZAMAL
DOROTEO+ARANGO,CALLE+26,MANI,MANI
JUAN+ENRIQUE+DUNANT,CALLE+26,MERIDA,MERIDA
RAFAEL+MOGUEL+GAMBOA,CALLE+26,MOTUL+DE+CARRILLO+PUERTO,MOTUL
EL+PIPILA,CALLE+26,KINI,MOTUL
EULOGIO+PALMA+Y+PALMA,CALLE+26,MOTUL+DE+CARRILLO+PUERTO,MOTUL
EULOGIO+PALMA+Y+PALMA,CALLE+26,MOTUL+DE+CARRILLO+PUERTO,MOTUL
FELIPE+CARRILLO+PUERTO,CALLE+26,MUXUPIP,MUXUPIP
EL+PETEN,CALLE+26,QUINTANA+ROO,QUINTANA+ROO
AQUILES+SERDAN,CALLE+26,SACALUM,SACALUM
PASTOR+RAMIREZ+COELLO,CALLE+26,SACALUM,SACALUM
U+CHEEL+KA'AN,CALLE+26,SOTUTA,SOTUTA
LEONA+VICARIO,CALLE+26,TECOH,TECOH
JOSE+INES+NOVELO,CALLE+26,VALLADOLID,VALLADOLID
JOSE+INES+NOVELO,CALLE+26,VALLADOLID,VALLADOLID
JESUS+REYES+HEROLES,CALLE+26-A,MERIDA,MERIDA
GABRIELA+MISTRAL,CALLE+26-A+170+B,HUNUCMA,HUNUCMA
ESPERANZA+GARCIA+DE+NYSSEN,CALLE+26-A+206,MOTUL+DE+CARRILLO+PUERTO,MOTUL
ESCUELA+SECUNDARIA+TECNICA+NUM.+56,CALLE+26-B,MERIDA,MERIDA
ESCUELA+SECUNDARIA+TECNICA+NUM.+56,CALLE+26-B,MERIDA,MERIDA
BENITO+JUAREZ+GARCIA,CALLE+26+102,DZIDZANTUN,DZIDZANTUN
JEAN+PEAGET,CALLE+26+103,DZEMUL,DZEMUL
COLEGIO+REGIONAL+DE+MEXICO+UNIDAD+BRISAS,CALLE+26+104,MERIDA,MERIDA
GABRIELA+MISTRAL,CALLE+26+111,KINI,MOTUL
COLEGIO+REGIONAL+DE+MEXICO+UNIDAD+BRISAS,CALLE+26+112,MERIDA,MERIDA
FERNANDO+MONTES+DE+OCA,CALLE+26+117,UMAN,UMAN
LAZARO+CARDENAS+DEL+RIO,CALLE+26+120,TUNKAS,TUNKAS
PRINCIPITOS,CALLE+26+121,MERIDA,MERIDA
VICTOR+MANUEL+ALAYOLA+ROSAS,CALLE+26+121,MERIDA,MERIDA
SALVADOR+ALVARADO,CALLE+26+127,HUNUCMA,HUNUCMA
MIGUEL+HIDALGO+Y+COSTILLA,CALLE+26+135,HOCTUN,HOCTUN
MIGUEL+HIDALGO+Y+COSTILLA,CALLE+26+135,HOCTUN,HOCTUN
SOLIDARIDAD,CALLE+26+160,MERIDA,MERIDA
ESTADO+DE+MICHOACAN,CALLE+26+163,ESPITA,ESPITA
PRUDENCIO+PATRON+PENICHE,CALLE+26+163,ESPITA,ESPITA
JEANNE+DE+MATEL,CALLE+26+163+A,HUNUCMA,HUNUCMA
PABLO+MORENO,CALLE+26+165,HUNUCMA,HUNUCMA
PEDRO+C+DOMINGUEZ,CALLE+26+171,MUNA,MUNA
YOC-CHEEN-AB,CALLE+26+182,TEABO,TEABO
NETZAHUALCOYOTL,CALLE+26+202+G,MERIDA,MERIDA
MI+SEGUNDO+HOGAR,CALLE+26+254,MERIDA,MERIDA
AMERICO+VESPUCIO,CALLE+26+254,MERIDA,MERIDA
JOSE+DE+LA+LUZ+MENA+Y+ALCOCER,CALLE+26+254,MERIDA,MERIDA
CONSORCIO+EDUCATIVO+DEL+MAYAB+GVU-1359,CALLE+26+266,MERIDA,MERIDA
"YALDUD+""NIÑEZ+QUE+APRENDE""",CALLE+26+270,MERIDA,MERIDA
TIBURCIO+MENA,CALLE+26+337,IZAMAL,IZAMAL
PRINCIPITOS,CALLE+26+89+I,MERIDA,MERIDA
INSTITUTO+JOSE+MARTI,CALLE+26+91+A,MERIDA,MERIDA
JOSEFA+CENTENO+ROSADO,CALLE+26+91+A,MERIDA,MERIDA
JOSE+MARTI,CALLE+26+91+A,MERIDA,MERIDA
ENRIQUE+DIAZ+VILLAMIL,CALLE+26+96,TIXKOKOB,TIXKOKOB
RAMIRO+RODRIGUEZ+AGUAYO,CALLE+26+CARRETERA+A+TEKAL+DE+VENEGAS,TEMAX,TEMAX
EMILIANO+ZAPATA,CALLE+26+CARRETERA+MERIDA-HUNUCMA+NA,HUNUCMA,HUNUCMA
EMILIANO+ZAPATA,CALLE+26+CARRETERA+MERIDA-HUNUCMA+NA,HUNUCMA,HUNUCMA
CUAUHTEMOC,CALLE+26+CARRETERA+POSTUNICH-TABI,PUSTUNICH,TICUL
ADOLFO+LOPEZ+MATEOS,CALLE+27,CHICHIMILA,CHICHIMILA
K'UK'ULCAN,CALLE+27,DZITAS,DZITAS
GUADALUPE+VICTORIA,CALLE+27,HOCTUN,HOCTUN
ESFUERZO+POPULAR,CALLE+27,MERIDA,MERIDA
INSTITUTO+MODERNO+AMERICANO,CALLE+27,MERIDA,MERIDA
ENRIQUE+REBSAMEN,CALLE+27,PROGRESO,PROGRESO
MANIOBRAS+MARITIMAS,CALLE+27,PROGRESO,PROGRESO
MANIOBRAS+MARITIMAS,CALLE+27,PROGRESO,PROGRESO
ANDRES+QUINTANA+ROO,CALLE+27,CHICXULUB+(CHICXULUB+PUERTO),PROGRESO
ANDRES+QUINTANA+ROO,CALLE+27,CHICXULUB+(CHICXULUB+PUERTO),PROGRESO
PEDRO+PABLO+GOMEZ,CALLE+27,SOTUTA,SOTUTA
18+DE+MARZO,CALLE+27,ZAVALA,SOTUTA
PEDRO+NOH+BARON,CALLE+27,TELCHAC+PUERTO,TELCHAC+PUERTO
30+DE+ABRIL,CALLE+27,TICUL,TICUL
VICTOR+MANUEL+MARTINEZ+HERRERA,CALLE+27,TUNKAS,TUNKAS
WILLIAM+MANUEL+QUINTAL+MONTERO,CALLE+27,UMAN,UMAN
AMADO+NERVO,CALLE+27,UMAN,UMAN
RUBEN+DARIO+HERRERA,CALLE+27,UMAN,UMAN
JOSE+ENRIQUE+RUIZ+CARRILLO,CALLE+27,UMAN,UMAN
MANUEL+CEPEDA+PERAZA,CALLE+27,VALLADOLID,VALLADOLID
JOSEFA+CENTENO+ROSADO,CALLE+27,VALLADOLID,VALLADOLID
JUAN+PABLO+SABIDO+SOSA,CALLE+27-A,MERIDA,MERIDA
INSTITUTO+MODERNO+AMERICANO,CALLE+27-A,MERIDA,MERIDA
GVC+GUARDERIA+Y+KINDER+MONTESSORI+ITZIMNA+144,CALLE+27-A+487,MERIDA,MERIDA
GUARDERIA+Y+JARDIN+DE+NIÑOS+MONTESSORI+ITZIMNA,CALLE+27-A+487,MERIDA,MERIDA
REALIDADES+PARA+NIÑOS,CALLE+27+100+A,CONKAL,CONKAL
SEBASTIAN+DIAZ+MARIN,CALLE+27+104,CHUMAYEL,CHUMAYEL
MIGUEL+HIDALGO+Y+COSTILLA,CALLE+27+105+A,KINI,MOTUL
MIGUEL+HIDALGO,CALLE+27+139,PROGRESO,PROGRESO
CRI-CRI,CALLE+27+150,MERIDA,MERIDA
REMIGIO+AGUILAR+SOSA,CALLE+27+150,MERIDA,MERIDA
MIGUEL+ALEMAN+VALDEZ,CALLE+27+150,MERIDA,MERIDA
JUAN+MIGUEL+CASTRO,CALLE+27+157,PROGRESO,PROGRESO
CLUB+DE+LEONES+5,CALLE+27+157,VALLADOLID,VALLADOLID
RAMON+NAVARRETE+ROSADO,CALLE+27+157+NA,VALLADOLID,VALLADOLID
FEDERICO+CHOPIN,CALLE+27+229,HUNUCMA,HUNUCMA
SEÑEROS,CALLE+27+256,MERIDA,MERIDA
JUAN+CRISOSTOMO+CANO+Y+CANO,CALLE+27+257,MERIDA,MERIDA
JOSEFA+ORTIZ+DE+DOMINGUEZ,CALLE+27+258+A,MOTUL+DE+CARRILLO+PUERTO,MOTUL
ASOCIACION+EDUCATIVA+DE+MOTUL,CALLE+27+337,MOTUL+DE+CARRILLO+PUERTO,MOTUL
MI+PEQUEÑO+MUNDO,CALLE+27+337,MOTUL+DE+CARRILLO+PUERTO,MOTUL
CENTRO+DE+EDUCACION+MOTULEÑO,CALLE+27+337,MOTUL+DE+CARRILLO+PUERTO,MOTUL
CENTRO+EDUCATIVO+MOTULEÑO,CALLE+27+337,MOTUL+DE+CARRILLO+PUERTO,MOTUL
CENTRO+EDUCATIVO+CALVARY,CALLE+27+359,MERIDA,MERIDA
CENTRO+EDUCATIVO+CALVARY,CALLE+27+359,MERIDA,MERIDA
CENTRO+EDUCATIVO+CALVARY,CALLE+27+359,MERIDA,MERIDA
ISMAEL+GARCIA,CALLE+27+59+F,PROGRESO,PROGRESO
FELIPE+CARRILLO+PUERTO,CALLE+27+94,CANSAHCAB,CANSAHCAB
JUSTO+SIERRA+MENDEZ,CALLE+27+95,DZONCAUICH,DZONCAUICH
PABLO+PICASSO,CALLE+27+97,BOKOBA,BOKOBA
PINOCHO,CALLE+27+DIAGONAL+352,UMAN,UMAN
JULIO+CORTAZAR,CALLE+27+DIAGONAL+354,UMAN,UMAN
HEROE+DE+NACOZARI,CALLE+28,CANSAHCAB,CANSAHCAB
TEODOSIO+EVARISTO+SOLIS+ESTRADA,CALLE+28,DZILAM+GONZALEZ,DZILAM+GONZALEZ
CHAN+XI'PAL+(NIÑOS+PEQUEÑOS),CALLE+28,KINCHIL,KINCHIL
MARGARITA+MAZA+DE+JUAREZ,CALLE+28,MERIDA,MERIDA
RAQUEL+DZIB+CICERO,CALLE+28,MERIDA,MERIDA
EL+NIÑO+ARTILLERO,CALLE+28,PANABA,PANABA
TUUNBEN+SAASTAL,CALLE+28,PETO,PETO
ZAZIL+BEH,CALLE+28,SOTUTA,SOTUTA
KAN+PEPEN,CALLE+28,TEABO,TEABO
ESCUELA+SECUNDARIA+TECNICA+NUM.+70,CALLE+28,YOTHOLIN,TICUL
U+ZAZIL+CAH,CALLE+28,TUNKAS,TUNKAS
SEBASTIAN+PAVIA+VILLANUEVA,CALLE+28,UMAN,UMAN
PROFA.+MILDRED+AGUILAR+BATES+ESCALANTE,CALLE+28,VALLADOLID,VALLADOLID
MANUEL+CRECENCIO+REJON,CALLE+28-A,MERIDA,MERIDA
JUAN+GARCIA+PONCE,CALLE+28-A,MERIDA,MERIDA
ALFREDO+BARRERA+VASQUEZ,CALLE+28-A+101,MAXCANU,MAXCANU
MARIO+BENEDETTI,CALLE+28-A+396,MERIDA,MERIDA
JUVENTINO+ROSAS,CALLE+28+103,DZIDZANTUN,DZIDZANTUN
SEBASTIAN+DIAZ+MARIN,CALLE+28+104+NA,CHUMAYEL,CHUMAYEL
GUILLERMO+PALOMINO,CALLE+28+106,TECOH,TECOH
JOSE+GONZALEZ+ROSADO,CALLE+28+106,TECOH,TECOH
ROOSEVELT+ERCE+BARRON+PECH,CALLE+28+113+NA,UMAN,UMAN
RODOLFO+ALCOCER+ANDRADE,CALLE+28+127,SEYE,SEYE
BENITO+JUAREZ,CALLE+28+134,DZEMUL,DZEMUL
CONRADO+MENENDEZ+MENA,CALLE+28+144,TECOH,TECOH
ALBERTO+CARRERA+TORRES,CALLE+28+157+A,TEKIT,TEKIT
JUSTO+SIERRA+MENDEZ,CALLE+28+157+A,TEKIT,TEKIT
JOSEFA+ORTIZ+DE+DOMINGUEZ,CALLE+28+190,TEKAX+DE+ALVARO+OBREGON,TEKAX
INSTITUTO+MODERNO+AMERICANO,CALLE+28+202+A,MERIDA,MERIDA
MELCHOR+OCAMPO,CALLE+28+203,MAMA,MAMA
FRANCISCO+SARABIA,CALLE+28+234,PETO,PETO
MI+SEGUNDO+HOGAR,CALLE+28+278,MERIDA,MERIDA
TIC+TAC,CALLE+28+284,MERIDA,MERIDA
COLEGIO+KUKULCAN,CALLE+28+410,MERIDA,MERIDA
