ID,CCT,NOMBRE,TURNO,NIVEL,MATRICULA (TOTAL DE ALUMNOS) CICLO 2016-2017,MUNICIPIO,LOCALIDAD,CALLE Y NUMERO,COLONIA,REGION
918,31EJN0003W,LORENZO FILHO,MATUTINO,PREESCOLAR,174,MERIDA,MERIDA,CALLE 107,MERIDA,MERIDA
919,31EJN0004V,VICENTE GUERRERO,MATUTINO,PREESCOLAR,183,MERIDA,MERIDA,CALLE 81-A,MERIDA,MERIDA
920,31EJN0005U,FIDEL VELAZQUEZ,MATUTINO,PREESCOLAR,184,MERIDA,MERIDA,CALLE 34 150,MERIDA,MERIDA
921,31EJN0006T,JULIA MARTIN ALONZO,MATUTINO,PREESCOLAR,116,MERIDA,MERIDA,CALLE 17 93,MERIDA,MERIDA
922,31EJN0007S,CONCEPCION CASTRO ANDRADE,MATUTINO,PREESCOLAR,85,MERIDA,MERIDA,CALLE 11 2,MERIDA,MERIDA
923,31EJN0008R,ISOLINA ROSADO DE GRAHAM,MATUTINO,PREESCOLAR,159,MERIDA,MERIDA,CALLE 46 900,MERIDA,MERIDA
924,31EJN0009Q,NELLY SANSORES,MATUTINO,PREESCOLAR,188,MERIDA,MERIDA,CALLE 122,MERIDA,MERIDA
925,31EJN0012D,DOMINGA CANTO PASTRANA,MATUTINO,PREESCOLAR,127,MERIDA,MERIDA,CALLE 39-A 328,MERIDA,MERIDA
926,31EJN0013C,FLORINDA BATISTA ESPINOLA,MATUTINO,PREESCOLAR,26,MERIDA,MERIDA,CALLE 41 499,MERIDA,MERIDA
927,31EJN0014B,CARLOS CASTRO MORALES,MATUTINO,PREESCOLAR,90,MERIDA,MERIDA,CALLE 80 490,MERIDA,MERIDA
928,31EJN0015A,MARIA ANTONIA ANCONA,MATUTINO,PREESCOLAR,118,MERIDA,MERIDA,CALLE 75 542,MERIDA,MERIDA
929,31EJN0016Z,ANDRES QUINTANA ROO,MATUTINO,PREESCOLAR,169,MERIDA,MERIDA,CALLE 77 614,MERIDA,MERIDA
930,31EJN0017Z,DISTRITO FEDERAL,MATUTINO,PREESCOLAR,124,MERIDA,MERIDA,CALLE 57 466 A,MERIDA,MERIDA
931,31EJN0018Y,MANUEL SARRADO,MATUTINO,PREESCOLAR,103,MERIDA,MERIDA,CALLE 20,MERIDA,MERIDA
932,31EJN0019X,CARMELA COSGAYA RIVAS,MATUTINO,PREESCOLAR,70,MERIDA,MERIDA,CALLE 51,MERIDA,MERIDA
933,31EJN0020M,AMPARO CARRILLO DE BUENFIL,MATUTINO,PREESCOLAR,133,MERIDA,MERIDA,CALLE 60 714 C,MERIDA,MERIDA
934,31EJN0021L,NICOLAS BRAVO,MATUTINO,PREESCOLAR,90,MERIDA,MERIDA,CALLE 59 566,MERIDA,MERIDA
935,31EJN0025H,MIGUEL CERVANTES SAAVEDRA,MATUTINO,PREESCOLAR,95,MERIDA,MERIDA,CALLE 108,MERIDA,MERIDA
936,31EJN0028E,PATRIA,MATUTINO,PREESCOLAR,81,MERIDA,MERIDA,CALLE 65 434,MERIDA,MERIDA
937,31EJN0029D,ZAZIL BE,MATUTINO,PREESCOLAR,78,MERIDA,MERIDA,CALLE 31-B,MERIDA,MERIDA
938,31EJN0030T,NIÑOS HEROES,MATUTINO,PREESCOLAR,113,MERIDA,MERIDA,CALLE 18 89,MERIDA,MERIDA
939,31EJN0035O,MARIA CURIE,MATUTINO,PREESCOLAR,129,MERIDA,MERIDA,CALLE 115,MERIDA,MERIDA
940,31EJN0037M,BENITO JUAREZ GARCIA,MATUTINO,PREESCOLAR,140,MERIDA,MERIDA,CALLE 8,MERIDA,MERIDA
941,31EJN0038L,FELIPE CARRILLO PUERTO,MATUTINO,PREESCOLAR,65,MERIDA,MERIDA,AVENIDA COLON,MERIDA,MERIDA
942,31EJN0043X,FRANCISCO I. MADERO,MATUTINO,PREESCOLAR,139,MERIDA,MERIDA,CALLE 65 695,MERIDA,MERIDA
943,31EJN0050G,LUIS PENICHE VALLADO,MATUTINO,PREESCOLAR,72,MERIDA,MERIDA,CALLE 47,MERIDA,MERIDA
944,31EJN0054C,MARIA LAVALLE URBINA,MATUTINO,PREESCOLAR,184,MERIDA,MERIDA,CALLE 138 503,MERIDA,MERIDA
945,31EJN0060N,SAC NICTE,MATUTINO,PREESCOLAR,145,MERIDA,MERIDA,CALLE 39,MERIDA,MERIDA
946,31EJN0062L,ELDA MARGARITA AGUILAR LLANES,MATUTINO,PREESCOLAR,128,MERIDA,MERIDA,CALLE 64-J 571,MERIDA,MERIDA
947,31EJN0064J,ROBY NAIM GUETTA,MATUTINO,PREESCOLAR,212,MERIDA,MERIDA,CALLE 19,MERIDA,MERIDA
948,31EJN0065I,SOLIDARIDAD,MATUTINO,PREESCOLAR,113,MERIDA,MERIDA,CALLE 10 618,MERIDA,MERIDA
949,31EJN0066H,FRANCISCO GONZALEZ BOCANEGRA,MATUTINO,PREESCOLAR,152,MERIDA,MERIDA,CALLE 23,MERIDA,MERIDA
950,31EJN0067G,FRANCISCO GABILONDO SOLER,MATUTINO,PREESCOLAR,129,MERIDA,MERIDA,CALLE 71 304,MERIDA,MERIDA
951,31EJN0068F,FEDERACION DE TRABAJADORES DEL ESTADO DE YUCATAN,MATUTINO,PREESCOLAR,177,MERIDA,MERIDA,CALLE 33 371 A,MERIDA,MERIDA
952,31EJN0069E,LOL-HA,MATUTINO,PREESCOLAR,95,MERIDA,MERIDA,CALLE 15 549,MERIDA,MERIDA
953,31EJN0071T,JACINTO CANEK,MATUTINO,PREESCOLAR,188,MERIDA,MERIDA,CALLE 62,MERIDA,MERIDA
954,31EJN0074Q,MEXICO,MATUTINO,PREESCOLAR,115,MERIDA,MERIDA,CALLE 30-B,MERIDA,MERIDA
955,31EJN0075P,FRANCISCO DE MONTEJO EL MOZO,MATUTINO,PREESCOLAR,203,MERIDA,MERIDA,CALLE 57 332,MERIDA,MERIDA
956,31EJN0076O,ESTEFANIA CASTAÑEDA,MATUTINO,PREESCOLAR,157,MERIDA,MERIDA,CALLE 116,MERIDA,MERIDA
957,31EJN0080A,GONZALO NAVARRO BAEZ,MATUTINO,PREESCOLAR,133,MERIDA,MERIDA,CALLE 14,MERIDA,MERIDA
958,31EJN0083Y,DIANA LAURA RIOJAS DE COLOSIO,MATUTINO,PREESCOLAR,155,MERIDA,MERIDA,CALLE 4-D,MERIDA,MERIDA
959,31EJN0085W,ELVIA MAGANDA AVILA,MATUTINO,PREESCOLAR,102,MERIDA,MERIDA,CALLE NIGUNO,MERIDA,MERIDA
960,31EJN0086V,SOR JUANA INES DE LA CRUZ,MATUTINO,PREESCOLAR,37,MERIDA,MERIDA,CALLE 30,MERIDA,MERIDA
961,31KJN0392N,ESCUELA COMUNITARIA CONAFE,DISCONTINUO,PREESCOLAR,7,MERIDA,MERIDA,CALLE PERIFERICO PONIENTE 722,MERIDA,MERIDA
962,31NJN0017G,ALUXES DEL MAYAB ISSSTE,MATUTINO,PREESCOLAR,84,MERIDA,MERIDA,CALLE 61 537,MERIDA,MERIDA
963,31NJN0019E,ALITZEL,MATUTINO,PREESCOLAR,57,MERIDA,MERIDA,CALLE 15 100 B,MERIDA,MERIDA
964,31PJN0002C,JARDIN DE NIÑOS ANGELES,MATUTINO,PREESCOLAR,33,MERIDA,MERIDA,CALLE 38 45,MERIDA,MERIDA
965,31PJN0006Z,LUCRECIA VADILLO RIVAS,MATUTINO,PREESCOLAR,90,MERIDA,MERIDA,CALLE 56-A 444,MERIDA,MERIDA
966,31PJN0009W,VICENTE GUERRERO,MATUTINO,PREESCOLAR,12,MERIDA,MERIDA,CALLE 57 556,MERIDA,MERIDA
967,31PJN0012J,EL CARRUSEL DE MERIDA,MATUTINO,PREESCOLAR,43,MERIDA,MERIDA,CALLE 23 209,MERIDA,MERIDA
968,31PJN0018D,JARDINES,MATUTINO,PREESCOLAR,25,MERIDA,MERIDA,CALLE 23 710,MERIDA,MERIDA
969,31PJN0019C,BAMBINI MONTESSORI,MATUTINO,PREESCOLAR,30,MERIDA,MERIDA,CALLE 29 120,MERIDA,MERIDA
970,31PJN0026M,JARDIN DE NIÑOS AMERICANO,MATUTINO,PREESCOLAR,122,MERIDA,MERIDA,CALLE 72 499,MERIDA,MERIDA
971,31PJN0027L,COLEGIO PENINSULAR,MATUTINO,PREESCOLAR,91,MERIDA,MERIDA,CALLE 21 131,MERIDA,MERIDA
972,31PJN0028K,MERIDA,MATUTINO,PREESCOLAR,135,MERIDA,MERIDA,CALLE 60 KILOMETRO 4.5 ANTIGUA CARRETERA A PROGRESO,MERIDA,MERIDA
973,31PJN0029J,ESCUELA MONTESSORI DE YUCATAN,MATUTINO,PREESCOLAR,43,MERIDA,MERIDA,CALLE 1-H 302,MERIDA,MERIDA
974,31PJN0030Z,JENARO RODRIGUEZ CORREA,MATUTINO,PREESCOLAR,121,MERIDA,MERIDA,CALLE 20 201,MERIDA,MERIDA
975,31PJN0031Y,COLEGIO AMERICA DE MERIDA,MATUTINO,PREESCOLAR,90,MERIDA,MERIDA,CALLE 58-A 493,MERIDA,MERIDA
976,31PJN0033W,EDUCACION Y PATRIA,MATUTINO,PREESCOLAR,49,MERIDA,MERIDA,CALLE 66 484,MERIDA,MERIDA
977,31PJN0036T,CRI-CRI,MATUTINO,PREESCOLAR,51,MERIDA,MERIDA,CALLE 27 150,MERIDA,MERIDA
978,31PJN0037S,JUANA DE ASBAJE,MATUTINO,PREESCOLAR,26,MERIDA,MERIDA,CALLE 17-A 101,MERIDA,MERIDA
979,31PJN0040F,MI REINO INFANTIL,MATUTINO,PREESCOLAR,82,MERIDA,MERIDA,CALLE 14 530,MERIDA,MERIDA
980,31PJN0041E,ROCHAVI PENSIONES,MATUTINO,PREESCOLAR,97,MERIDA,MERIDA,CALLE 76 531,MERIDA,MERIDA
981,31PJN0043C,MAFALDA,MATUTINO,PREESCOLAR,31,MERIDA,MERIDA,CALLE 1 SUR 401,MERIDA,MERIDA
982,31PJN0045A,NORBET,MATUTINO,PREESCOLAR,41,MERIDA,MERIDA,CALLE 29 147,MERIDA,MERIDA
983,31PJN0046Z,MARY POPPINS,MATUTINO,PREESCOLAR,72,MERIDA,MERIDA,CALLE 58 394,MERIDA,MERIDA
984,31PJN0050M,MI PEQUEÑO MUNDO,MATUTINO,PREESCOLAR,32,MERIDA,MERIDA,CALLE 73-A 475 A,MERIDA,MERIDA
985,31PJN0051L,CRAYOLAS,MATUTINO,PREESCOLAR,26,MERIDA,MERIDA,CALLE 5 587,MERIDA,MERIDA
986,31PJN0053J,GRUPO MONTESSORI DE LA CIUDAD DE MERIDA,MATUTINO,PREESCOLAR,41,MERIDA,MERIDA,CALLE 24 305 A,MERIDA,MERIDA
987,31PJN0054I,DUM Y DEE,MATUTINO,PREESCOLAR,23,MERIDA,MERIDA,CALLE 5-F 474,MERIDA,MERIDA
988,31PJN0056G,CUQUIN,MATUTINO,PREESCOLAR,12,MERIDA,MERIDA,CALLE 21 111 C,MERIDA,MERIDA
989,31PJN0057F,ITZAMNA,MATUTINO,PREESCOLAR,17,MERIDA,MERIDA,CALLE 24 67  Num. Exterior 85,MERIDA,MERIDA
990,31PJN0058E,ARBOLEDA,MATUTINO,PREESCOLAR,54,MERIDA,MERIDA,CALLE 89-A 491 J-K,MERIDA,MERIDA
991,31PJN0060T,FRANCISCO GABILONDO SOLER,MATUTINO,PREESCOLAR,10,MERIDA,MERIDA,CALLE 31 251 A,MERIDA,MERIDA
992,31PJN0061S,BADEN POWELL,MATUTINO,PREESCOLAR,15,MERIDA,MERIDA,CALLE 32 257,MERIDA,MERIDA
993,31PJN0063Q,VISAM,MATUTINO,PREESCOLAR,48,MERIDA,MERIDA,CALLE 17 832,MERIDA,MERIDA
994,31PJN0066N,CENTRO EDUCATIVO KUKULCAN,MATUTINO,PREESCOLAR,16,MERIDA,MERIDA,CALLE 13 101,MERIDA,MERIDA
995,31PJN0072Y,MUNDO INFANTIL,MATUTINO,PREESCOLAR,13,MERIDA,MERIDA,CALLE 49-B 162,MERIDA,MERIDA
996,31PJN0074W,CENTRO EDUCATIVO LAROUSSE,MATUTINO,PREESCOLAR,18,MERIDA,MERIDA,CALLE 24 121,MERIDA,MERIDA
997,31PJN0076U,INSTITUTO PATRIA,MATUTINO,PREESCOLAR,42,MERIDA,MERIDA,CALLE PERIFERICO NORTE KM 2.5 (A ESPALDAS DE CITY CENTER),MERIDA,MERIDA
998,31PJN0077T,INSTITUTO MEXICO,MATUTINO,PREESCOLAR,74,MERIDA,MERIDA,CALLE 19 327 C,MERIDA,MERIDA
999,31PJN0081F,ATENEO DE MERIDA,MATUTINO,PREESCOLAR,139,MERIDA,MERIDA,CALLE 32 151,MERIDA,MERIDA
1000,31PJN0082E,COLEGIO DEL MAYAB,MATUTINO,PREESCOLAR,29,MERIDA,MERIDA,CALLE 74 553 B,MERIDA,MERIDA
1001,31PJN0085B,MI POBRE ANGELITO,MATUTINO,PREESCOLAR,28,MERIDA,MERIDA,CALLE 55 423,MERIDA,MERIDA
1002,31PJN0086A,JUANA INES DE LA CRUZ,MATUTINO,PREESCOLAR,20,MERIDA,MERIDA,CALLE 37 200,MERIDA,MERIDA
1003,31PJN0089Y,SARA BUENFIL,MATUTINO,PREESCOLAR,57,MERIDA,MERIDA,CALLE 16 473,MERIDA,MERIDA
1004,31PJN0090N,KINDER MAGICO DE MERIDA,MATUTINO,PREESCOLAR,66,MERIDA,MERIDA,CALLE 55 697,MERIDA,MERIDA
1005,31PJN0092L,NIÑOS EN ACCION,MATUTINO,PREESCOLAR,23,MERIDA,MERIDA,CALLE 17 101 O,MERIDA,MERIDA
1006,31PJN0093K,CRECE PEQUEÑIN,MATUTINO,PREESCOLAR,57,MERIDA,MERIDA,CALLE 5-C 516,MERIDA,MERIDA
1007,31PJN0094J,MUNDO MAGICO,MATUTINO,PREESCOLAR,27,MERIDA,MERIDA,CALLE 42 153 A,MERIDA,MERIDA
1008,31PJN0095I,LOURDES,MATUTINO,PREESCOLAR,54,MERIDA,MERIDA,CALLE 65 344,MERIDA,MERIDA
1009,31PJN0101C,INSTITUTO OSSO DE YUCATAN,MATUTINO,PREESCOLAR,39,MERIDA,MERIDA,CALLE 5-A 289,MERIDA,MERIDA
1010,31PJN0103A,LA ESCUELITA DE FELIPITO,MATUTINO,PREESCOLAR,26,MERIDA,MERIDA,CALLE 65 597,MERIDA,MERIDA
1011,31PJN0104Z,ALEGRIA,MATUTINO,PREESCOLAR,34,MERIDA,MERIDA,CALLE 79 489 NA,MERIDA,MERIDA
1012,31PJN0108W,COLEGIO DEL BICENTENARIO,MATUTINO,PREESCOLAR,32,MERIDA,MERIDA,CALLE 14 193 C,MERIDA,MERIDA
1013,31PJN0110K,COLEGIO LIBANES PENINSULAR,MATUTINO,PREESCOLAR,53,MERIDA,MERIDA,CALLE 1-E 99,MERIDA,MERIDA
1014,31PJN0113H,MARIA DE MAEZTU,MATUTINO,PREESCOLAR,31,MERIDA,MERIDA,CALLE 10 522,MERIDA,MERIDA
1015,31PJN0114G,CASA BAMBINI,MATUTINO,PREESCOLAR,18,MERIDA,MERIDA,CALLE 13-A 337,MERIDA,MERIDA
1016,31PJN0116E,MOISES SAENZ,MATUTINO,PREESCOLAR,28,MERIDA,MERIDA,CALLE 74 468,MERIDA,MERIDA
1017,31PJN0117D,CENTRO EDUCATIVO EL MUNDO DE LOS NIÑOS,MATUTINO,PREESCOLAR,85,MERIDA,MERIDA,CALLE 23-A 323,MERIDA,MERIDA
1018,31PJN0120R,FRANCISCO MARQUEZ,MATUTINO,PREESCOLAR,40,MERIDA,MERIDA,CALLE 72 431,MERIDA,MERIDA
1019,31PJN0122P,CENTRO ESCOLAR PEDAGOGICO DEL SURESTE,MATUTINO,PREESCOLAR,17,MERIDA,MERIDA,CALLE 53-C 368,MERIDA,MERIDA
1020,31PJN0123O,COLIBRI,MATUTINO,PREESCOLAR,20,MERIDA,MERIDA,CALLE 47 392 H,MERIDA,MERIDA
1021,31PJN0124N,MAGICO UNIVERSO,MATUTINO,PREESCOLAR,63,MERIDA,MERIDA,CALLE 14 641,MERIDA,MERIDA
1022,31PJN0125M,MANITAS CREATIVAS DE LA LOTERIA NACIONAL,MATUTINO,PREESCOLAR,106,MERIDA,MERIDA,CALLE 14 743,MERIDA,MERIDA
1023,31PJN0128J,PASITOS DE PREESCOLAR,MATUTINO,PREESCOLAR,129,MERIDA,MERIDA,CALLE 69 342,MERIDA,MERIDA
1024,31PJN0129I,JARDIN DE NIÑOS CONTINENTAL,MATUTINO,PREESCOLAR,39,MERIDA,MERIDA,CALLE 21 40,MERIDA,MERIDA
1025,31PJN0131X,EL MUNDO DE LOS NIÑOS,MATUTINO,PREESCOLAR,80,MERIDA,MERIDA,CALLE 64 707 A,MERIDA,MERIDA
1026,31PJN0139P,ESPAÑOL MEXICANO,MATUTINO,PREESCOLAR,57,MERIDA,MERIDA,CALLE 122 266,MERIDA,MERIDA
1027,31PJN0140E,MANOS MAGICAS,MATUTINO,PREESCOLAR,70,MERIDA,MERIDA,CALLE 40 431,MERIDA,MERIDA
1028,31PJN0141D,INSTITUTO SAN PATRICIO,MATUTINO,PREESCOLAR,53,MERIDA,MERIDA,CALLE 5-C 320,MERIDA,MERIDA
1029,31PJN0142C,CENTRO EDUCATIVO RENACIMIENTO,MATUTINO,PREESCOLAR,97,MERIDA,MERIDA,CALLE 16 61,MERIDA,MERIDA
1030,31PJN0143B,NIÑOS DEL MUNDO,MATUTINO,PREESCOLAR,44,MERIDA,MERIDA,CALLE 73-C 946,MERIDA,MERIDA
1031,31PJN0148X,CAMPESTRE,MATUTINO,PREESCOLAR,59,MERIDA,MERIDA,CALLE 15 134,MERIDA,MERIDA
1032,31PJN0155G,CENTRO EDUCATIVO PARTENON,MATUTINO,PREESCOLAR,136,MERIDA,MERIDA,CALLE 3 NORTE 100,MERIDA,MERIDA
1033,31PJN0156F,ELOISA PATRON DE ROSADO,MATUTINO,PREESCOLAR,51,MERIDA,MERIDA,CALLE 17 102,MERIDA,MERIDA
1034,31PJN0157E,KOMENSKI,MATUTINO,PREESCOLAR,28,MERIDA,MERIDA,CALLE 5 135,MERIDA,MERIDA
1035,31PJN0160S,MIGUEL HIDALGO,MATUTINO,PREESCOLAR,31,MERIDA,MERIDA,CALLE 25-A 455,MERIDA,MERIDA
1036,31PJN0162Q,MIS PALOMITAS,MATUTINO,PREESCOLAR,35,MERIDA,MERIDA,CALLE 61 245,MERIDA,MERIDA
1037,31PJN0163P,MONTESSORI MONTECRISTO,MATUTINO,PREESCOLAR,26,MERIDA,MERIDA,CALLE 2-A 88,MERIDA,MERIDA
1038,31PJN0164O,CENTRO EDUCATIVO MAR Y SOL,MATUTINO,PREESCOLAR,24,MERIDA,MERIDA,CALLE 69-B 313,MERIDA,MERIDA
1039,31PJN0165N,COLEGIO DE EDUCACION PEDAGOGICA ACTIVA INTEGRAL,MATUTINO,PREESCOLAR,17,MERIDA,MERIDA,CALLE 12 281,MERIDA,MERIDA
1040,31PJN0167L,INSTITUTO CUMBRES,MATUTINO,PREESCOLAR,191,MERIDA,MERIDA,CALLE 5,MERIDA,MERIDA
1041,31PJN0168K,CENTRO EDUCATIVO APRENDICES VISTA ALEGRE,MATUTINO,PREESCOLAR,30,MERIDA,MERIDA,CALLE 7 359,MERIDA,MERIDA
1042,31PJN0169J,PEQUEÑINES,MATUTINO,PREESCOLAR,62,MERIDA,MERIDA,CALLE 79 531 NA,MERIDA,MERIDA
1043,31PJN0171Y,U-BEEJIL KAAN BAAL (EL CAMINO DEL SABER),MATUTINO,PREESCOLAR,32,MERIDA,MERIDA,CALLE 65 315 E-G,MERIDA,MERIDA
1044,31PJN0172X,PETALITOS,MATUTINO,PREESCOLAR,19,MERIDA,MERIDA,CALLE 17 325,MERIDA,MERIDA
1045,31PJN0173W,OVIDE DECROLY,MATUTINO,PREESCOLAR,74,MERIDA,MERIDA,CALLE 35 200 C,MERIDA,MERIDA
1046,31PJN0176T,EDAI FREINET,MATUTINO,PREESCOLAR,67,MERIDA,MERIDA,CALLE 19 522,MERIDA,MERIDA
1047,31PJN0177S,OSITOS FELICES,MATUTINO,PREESCOLAR,11,MERIDA,MERIDA,CALLE 17 266,MERIDA,MERIDA
1048,31PJN0178R,CENTRO BILINGÜE INFANTIL,MATUTINO,PREESCOLAR,33,MERIDA,MERIDA,CALLE 15 326,MERIDA,MERIDA
1049,31PJN0179Q,PATRIA UNIDA,MATUTINO,PREESCOLAR,43,MERIDA,MERIDA,CALLE 48 563,MERIDA,MERIDA
1050,31PJN0180F,COLEGIO EDUCATIVO BRISAS,MATUTINO,PREESCOLAR,84,MERIDA,MERIDA,CALLE 16 101 B,MERIDA,MERIDA
1051,31PJN0182D,MARIA GONZALEZ PALMA,MATUTINO,PREESCOLAR,35,MERIDA,MERIDA,CALLE 50 454,MERIDA,MERIDA
1052,31PJN0185A,COLEGIO YUCALPETEN,MATUTINO,PREESCOLAR,27,MERIDA,MERIDA,CALLE 53-C 333,MERIDA,MERIDA
1053,31PJN0186Z,INSTITUTO MODERNO AMERICANO,MATUTINO,PREESCOLAR,164,MERIDA,MERIDA,CALLE 28 202 A,MERIDA,MERIDA
1054,31PJN0188Y,PRINCIPITOS,MATUTINO,PREESCOLAR,17,MERIDA,MERIDA,CALLE 26 89 I,MERIDA,MERIDA
1055,31PJN0189X,EL JARDIN DEL ABUELITO,MATUTINO,PREESCOLAR,59,MERIDA,MERIDA,CALLE 104 433 A,MERIDA,MERIDA
1056,31PJN0190M,TEDY,MATUTINO,PREESCOLAR,14,MERIDA,MERIDA,CALLE 11 332,MERIDA,MERIDA
1057,31PJN0193J,PAIDOS,MATUTINO,PREESCOLAR,53,MERIDA,MERIDA,CALLE 53-D 242,MERIDA,MERIDA
1058,31PJN0194I,JEAN MARCO ITARD,MATUTINO,PREESCOLAR,6,MERIDA,MERIDA,CALLE 45 151,MERIDA,MERIDA
1059,31PJN0195H,JOAQUIN PEON AZNAR,MATUTINO,PREESCOLAR,79,MERIDA,MERIDA,CALLE 60 718,MERIDA,MERIDA
1060,31PJN0196G,YALDUD "NIÑEZ QUE APRENDE",MATUTINO,PREESCOLAR,27,MERIDA,MERIDA,CALLE 26 270,MERIDA,MERIDA
1061,31PJN0198E,AGORA COMUNIDAD EDUCATIVA,MATUTINO,PREESCOLAR,57,MERIDA,MERIDA,,MERIDA,MERIDA
1062,31PJN0199D,AVELINO MONTES LINAJE,MATUTINO,PREESCOLAR,49,MERIDA,MERIDA,CALLE 74 557,MERIDA,MERIDA
1063,31PJN0200C,SEMILLITAS DEL MAYAB,MATUTINO,PREESCOLAR,40,MERIDA,MERIDA,CALLE 41-A 368,MERIDA,MERIDA
1064,31PJN0202A,VIVAN LOS NIÑOS,MATUTINO,PREESCOLAR,18,MERIDA,MERIDA,CALLE 86 519,MERIDA,MERIDA
1065,31PJN0204Z,BAXAL PAAL,MATUTINO,PREESCOLAR,111,MERIDA,MERIDA,CALLE 30 501 U,MERIDA,MERIDA
1066,31PJN0206X,CENTRO EDUCATIVO MONTESSORI LANCASTER,MATUTINO,PREESCOLAR,43,MERIDA,MERIDA,CALLE 15 127 A,MERIDA,MERIDA
1067,31PJN0208V,CENTRO EDUCATIVO INFANTIL MI ESCUELITA,MATUTINO,PREESCOLAR,12,MERIDA,MERIDA,CALLE 16 338 A,MERIDA,MERIDA
1068,31PJN0209U,PEQUEÑOS ARTISTAS,MATUTINO,PREESCOLAR,24,MERIDA,MERIDA,CALLE 43-B 334,MERIDA,MERIDA
1069,31PJN0210J,INSTITUTO PSICOPEDAGOGICO GABRIEL F. DE J. MOGUEL VAZQUEZ,MATUTINO,PREESCOLAR,33,MERIDA,MERIDA,CALLE 62 617,MERIDA,MERIDA
1070,31PJN0212H,EL MUNDO DE LOS TRAVIESOS,MATUTINO,PREESCOLAR,22,MERIDA,MERIDA,CALLE 32 199,MERIDA,MERIDA
1071,31PJN0213G,CENTRO EDUCATIVO ANGLO MONTESSORI,MATUTINO,PREESCOLAR,23,MERIDA,MERIDA,CALLE 37 301,MERIDA,MERIDA
1072,31PJN0214F,HEIDI,MATUTINO,PREESCOLAR,33,MERIDA,MERIDA,CALLE 14 88,MERIDA,MERIDA
1073,31PJN0216D,ESTEFANIA CASTAÑEDA,MATUTINO,PREESCOLAR,13,MERIDA,MERIDA,CALLE 35 211,MERIDA,MERIDA
1074,31PJN0217C,ANTONIO VIVALDI,MATUTINO,PREESCOLAR,60,MERIDA,MERIDA,CALLE 19-A1 350,MERIDA,MERIDA
1075,31PJN0218B,INSTITUTO FROEBEL,MATUTINO,PREESCOLAR,31,MERIDA,MERIDA,CALLE 29 310,MERIDA,MERIDA
1076,31PJN0220Q,ESPACIO EDUCATIVO EVEREST,MATUTINO,PREESCOLAR,49,MERIDA,MERIDA,CALLE 29 74,MERIDA,MERIDA
1077,31PJN0222O,CENTRO EDUCATIVO PEQUEÑOS GENIOS,MATUTINO,PREESCOLAR,35,MERIDA,MERIDA,CALLE 32 402,MERIDA,MERIDA
1078,31PJN0224M,PRIMAVERA FELIZ,MAT/VESP,PREESCOLAR,198,MERIDA,MERIDA,CALLE 21 352 E,MERIDA,MERIDA
1079,31PJN0224M,PRIMAVERA FELIZ,MAT/VESP,PREESCOLAR,198,MERIDA,MERIDA,CALLE 21 352 E,MERIDA,MERIDA
1080,31PJN0225L,CENTRO DE CUIDADO AL BEBE Y AL INFANTE,MATUTINO,PREESCOLAR,33,MERIDA,MERIDA,CALLE 38 446,MERIDA,MERIDA
1081,31PJN0226K,JUAN DE JAUREGUI,MATUTINO,PREESCOLAR,32,MERIDA,MERIDA,CALLE 41-B 339,MERIDA,MERIDA
1082,31PJN0227J,NIÑOS DE AMERICA,MATUTINO,PREESCOLAR,38,MERIDA,MERIDA,CALLE 61 254,MERIDA,MERIDA
1083,31PJN0228I,COLEGIO VILLA INFANTIL IBERO,MATUTINO,PREESCOLAR,38,MERIDA,MERIDA,CALLE 14 160,MERIDA,MERIDA
1084,31PJN0230X,GONZALO GUERRERO,MATUTINO,PREESCOLAR,70,MERIDA,MERIDA,CALLE 38-A 79 A,MERIDA,MERIDA
1085,31PJN0231W,CENTRO DE ESTIMULACION TEMPRANA MERIDA,MATUTINO,PREESCOLAR,19,MERIDA,MERIDA,CALLE 13 106 C,MERIDA,MERIDA
1086,31PJN0233U,ACUARELAS,MATUTINO,PREESCOLAR,13,MERIDA,MERIDA,CALLE 61 350 X,MERIDA,MERIDA
1087,31PJN0236R,GUARDERIA Y JARDIN DE NIÑOS MONTESSORI ITZIMNA,MATUTINO,PREESCOLAR,92,MERIDA,MERIDA,CALLE 27-A 487,MERIDA,MERIDA
1088,31PJN0237Q,NIÑOS DE MEXICO,MATUTINO,PREESCOLAR,16,MERIDA,MERIDA,CALLE 75 565 A,MERIDA,MERIDA
1089,31PJN0238P,JUSTO SIERRA MENDEZ,MATUTINO,PREESCOLAR,102,MERIDA,MERIDA,CALLE 32 405,MERIDA,MERIDA
1090,31PJN0239O,JUEGO Y APRENDO,MATUTINO,PREESCOLAR,59,MERIDA,MERIDA,CALLE 20 452,MERIDA,MERIDA
1091,31PJN0240D,LILI,MATUTINO,PREESCOLAR,11,MERIDA,MERIDA,CALLE 31-D 283,MERIDA,MERIDA
1092,31PJN0241C,EXPRESION CREATIVA,MATUTINO,PREESCOLAR,56,MERIDA,MERIDA,CALLE 18 101,MERIDA,MERIDA
1093,31PJN0242B,PATTY,MATUTINO,PREESCOLAR,56,MERIDA,MERIDA,CALLE 95-B 530,MERIDA,MERIDA
1094,31PJN0244Z,CENTRO EDUCATIVO GANDHI,MATUTINO,PREESCOLAR,36,MERIDA,MERIDA,CALLE 59-C 204,MERIDA,MERIDA
