ID,CCT,NOMBRE,TURNO,NIVEL,MATRICULA (TOTAL DE ALUMNOS) CICLO 2016-2017,MUNICIPIO,LOCALIDAD,CALLE Y NUMERO,COLONIA,REGION
2434,31DPB0225W,BATALLA DE PUEBLA,MATUTINO,PRIMARIA,250,TEKAX,XAYA,CALLE 11,TEKAX,
2435,31KPR0075Q,PRIMARIA COMUNITARIA,DISCONTINUO,PRIMARIA,6,TEKAX,SAN PEDRO XTOKIL,,TEKAX,
2436,31DPB0134E,VICENTE GUERRERO,DISCONTINUO,PRIMARIA,29,TEKAX,CHAN DZINUP,,TEKAX,
2437,31KPB0028E,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,7,TEKAX,POCOBOCH,,TEKAX,
2438,31KPR0068G,PRIMARIA COMUNITARIA,DISCONTINUO,PRIMARIA,8,TEKAX,SAN ISIDRO YAXCHE,,TEKAX,
2439,31DPB0135D,JACINTO CANEK,MATUTINO,PRIMARIA,46,TEKAX,BENITO JUAREZ,DOMICILIO CONOCIDO,TEKAX,
2440,31DPB0133F,LAZARO CARDENAS DEL RIO,MATUTINO,PRIMARIA,18,TEKAX,SAN AGUSTIN (SALVADOR ALVARADO),,TEKAX,
2441,31KPR0074R,PRIMARIA COMUNITARIA,DISCONTINUO,PRIMARIA,18,TEKAX,SAN PEDRO DZULA,,TEKAX,
2442,31KPB0043X,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,3,TEKAX,YALCOBA NUEVO,,TEKAX,
2443,31KPB0156Z,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,13,TEKAX,HOUITZ,,TEKAX,
2444,31DPB0203K,IGNACIO ZARAGOZA,MATUTINO,PRIMARIA,39,TEKAX,HUNTOCHAC,,TEKAX,
2445,31KPB0027F,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,4,TEKAX,JOSE LOPEZ PORTILLO,,TEKAX,
2446,31DPB0033G,LAZARO CARDENAS DEL RIO,MATUTINO,PRIMARIA,39,TEKAX,KANTEMO,,TEKAX,
2447,31DPB0073H,NETZAHUALCOYOTL,MATUTINO,PRIMARIA,16,TEKAX,SUDZAL CHICO,,TEKAX,
2448,31DPR2042C,BENITO JUAREZ GARCIA,MATUTINO,PRIMARIA,19,TEKAX,SAN MARCOS,,TEKAX,
2449,31KPB0220K,PRIMARIA COMUNITARIA INDIGENA,DISCONTINUO,PRIMARIA,4,TEKAX,SAN ANTONIO TUK,,TEKAX,
2450,31KPB0037M,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,6,TEKAX,SAN LUIS,,TEKAX,
2451,31KPB0215Z,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,4,TEKAX,SAN ISIDRO DOS,,TEKAX,
2452,31DES0014M,EMILIANO ZAPATA,MATUTINO,SECUNDARIA,769,TEKAX,TEKAX DE ALVARO OBREGON,CALLE 42 NORTE,TEKAX,
2453,31DSN0022C,JOSE MONTES DE OCA,NOCTURNO,SECUNDARIA,79,TEKAX,TEKAX DE ALVARO OBREGON,CALLE 55 202,TEKAX,
2454,31EES0030C,JUAN PACHECO TORRES,VESPERTINO,SECUNDARIA,366,TEKAX,TEKAX DE ALVARO OBREGON,CALLE 55 268,TEKAX,
2455,31EES0030C,JUAN PACHECO TORRES,VESPERTINO,SECUNDARIA,366,TEKAX,TEKAX DE ALVARO OBREGON,CALLE 55 268,TEKAX,
2456,31EES0068P,NACHI-COCOM,VESPERTINO,SECUNDARIA,146,TEKAX,BECANCHEN,,TEKAX,
2457,31ETV0132F,FERNANDO MONTES DE OCA RODRIGUEZ,MATUTINO,SECUNDARIA,26,TEKAX,MANUEL CEPEDA PERAZA,,TEKAX,
2458,31ETV0108F,MELCHOR OCAMPO,MATUTINO,SECUNDARIA,173,TEKAX,KANCAB,CALLE 32 SN,TEKAX,
2459,31ETV0026W,MARIANO ESCOBEDO,MATUTINO,SECUNDARIA,95,TEKAX,KINIL,CARRETERA KINIL-CHICAN KILOMETRO 1,TEKAX,
2460,31KTV0022K,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,5,TEKAX,NOHALAL,,TEKAX,
2461,31DST2013T,ESCUELA SECUNDARIA TECNICA NUM. 68,MATUTINO,SECUNDARIA,77,TEKAX,PENCUYUT,CARRETERA PENCUYUT,TEKAX KILOMETRO 0.5,TEKAX,
2462,31DST0003Z,ESCUELA SECUNDARIA TECNICA NUM. 3,DISCONTINUO,SECUNDARIA,318,TEKAX,SAN DIEGO TEKAX,CARRETERA TEKAX-TZUCACAB KILOMETRO 7,TEKAX,
2463,31KTV0047T,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,10,TEKAX,SAN JUAN,,TEKAX,
2464,31ETV0170I,JOSE DIAZ BOLIO,MATUTINO,SECUNDARIA,29,TEKAX,TIXCUYTUN,,TEKAX,
2465,31ETV0029T,JOSE PEON CONTRERAS,MATUTINO,SECUNDARIA,148,TEKAX,XAYA,,TEKAX,
2466,31KTV0025H,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,7,TEKAX,SAN ISIDRO YAXCHE,,TEKAX,
2467,31ETV0167V,FRANCISCO MARQUEZ,MATUTINO,SECUNDARIA,34,TEKAX,BENITO JUAREZ,,TEKAX,
2468,31KTV0020M,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,10,TEKAX,SAN AGUSTIN (SALVADOR ALVARADO),,TEKAX,
2469,31KTV0086V,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,8,TEKAX,SAN PEDRO DZULA,,TEKAX,
2470,31ETV0098P,ELIGIO MARIA ANCONA Y CASTILLO,MATUTINO,SECUNDARIA,17,TEKAX,HUNTOCHAC,,TEKAX,
2471,31ETV0124X,ANTONIO CANTO LOPEZ,MATUTINO,SECUNDARIA,27,TEKAX,KANTEMO,,TEKAX,
2472,31KTV0018Y,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,14,TEKAX,SUDZAL CHICO,,TEKAX,
2473,31DCC0200I,PRINCIPE XIU,MATUTINO,PREESCOLAR,186,TEKIT,TEKIT,CALLE 21,TICUL,
2474,31DJN0143X,RAQUEL DZIB,MATUTINO,PREESCOLAR,121,TEKIT,TEKIT,CALLE 20,TICUL,
2475,31DJN2030H,RUY JAVIER ESPINOSA AYORA,MATUTINO,PREESCOLAR,133,TEKIT,TEKIT,CALLE 21,TICUL,
2476,31DPR0019O,ALBERTO CARRERA TORRES,VESPERTINO,PRIMARIA,362,TEKIT,TEKIT,CALLE 28 157 A,TICUL,
2477,31DPR0481N,JUSTO SIERRA MENDEZ,MATUTINO,PRIMARIA,479,TEKIT,TEKIT,CALLE 28 157 A,TICUL,
2478,31EPR0150W,BENITO JUAREZ GARCIA,MATUTINO,PRIMARIA,381,TEKIT,TEKIT,CALLE 33,TICUL,
2479,31DST2001O,ESCUELA SECUNDARIA TECNICA NUM. 50,MATUTINO,SECUNDARIA,552,TEKIT,TEKIT,CARRETERA TEKIT-TELCHAQUILLO KILOMETRO 1,TICUL,
2480,31DCC0117J,EL NIÑO MAYA,MATUTINO,PREESCOLAR,100,TEKOM,TEKOM,,VALLADOLID,
2481,31KJN0395K,ESCUELA COMUNITARIA CONAFE,DISCONTINUO,PREESCOLAR,6,TEKOM,CHIBILUB,,VALLADOLID,
2482,31KCC0047O,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,4,TEKOM,X-COCMIL,,VALLADOLID,
2483,31KCC0046P,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,5,TEKOM,POCBICHEN,,VALLADOLID,
2484,31KCC0048N,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,4,TEKOM,XUXCAB,,VALLADOLID,
2485,31DPR0528R,GUILLERMO PRIETO,MATUTINO,PRIMARIA,153,TEKOM,TEKOM,,VALLADOLID,
2486,31EPR0151V,RODOLFO MENENDEZ DE LA PEÑA,MATUTINO,PRIMARIA,129,TEKOM,TEKOM,CALLE 11,VALLADOLID,
2487,31EPR0251U,ESCUELA PRIMARIA,VESPERTINO,PRIMARIA,77,TEKOM,TEKOM,CALLE 11,VALLADOLID,
2488,31DPB0020C,ANAHUAC,MATUTINO,PRIMARIA,28,TEKOM,CHIBILUB,,VALLADOLID,
2489,31KPB0231Q,ESCUELA COMUNITARIA CONAFE,DISCONTINUO,PRIMARIA,12,TEKOM,X-COCMIL,,VALLADOLID,
2490,31DPB2024M,CRISTINA MADERA MARTINEZ,MATUTINO,PRIMARIA,16,TEKOM,POCBICHEN,,VALLADOLID,
2491,31KPB0200X,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,6,TEKOM,XUXCAB,,VALLADOLID,
2492,31EES0074Z,JOAQUIN BARANDA,VESPERTINO,SECUNDARIA,198,TEKOM,TEKOM,CARRETERA ANTIGUA A TIXCACALCUPUL,VALLADOLID,
2493,31KTV0077N,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,12,TEKOM,CHIBILUB,,VALLADOLID,
2494,31DJN0033R,LEONARDO DA VINCI,MATUTINO,PREESCOLAR,74,TELCHAC PUEBLO,TELCHAC,CALLE 23 105,MOTUL,
2495,31DJN0101Y,FRANCISCO SOSA Y ESCALANTE,MATUTINO,PREESCOLAR,62,TELCHAC PUEBLO,TELCHAC,CALLE 14 103 A,MOTUL,
2496,31DPR0747D,LAZARO CARDENAS DEL RIO,MATUTINO,PRIMARIA,47,TELCHAC PUEBLO,TELCHAC,CALLE 11 NA,MOTUL,
2497,31DPR0915J,VENUSTIANO CARRANZA,MATUTINO,PRIMARIA,106,TELCHAC PUEBLO,TELCHAC,CALLE 14 106 NA,MOTUL,
2498,31EPR0152U,RICARDO FLORES MAGON,MATUTINO,PRIMARIA,119,TELCHAC PUEBLO,TELCHAC,CALLE 21 102 B,MOTUL,
2499,31DST0009T,ESCUELA SECUNDARIA TECNICA NUM. 9,MATUTINO,SECUNDARIA,153,TELCHAC PUEBLO,TELCHAC,CARRETERA TELCHAC-MOTUL KILOMETRO 2 NA,MOTUL,
2500,31DJN0002Y,DIEGO RIVERA,MATUTINO,PREESCOLAR,92,TELCHAC PUERTO,TELCHAC PUERTO,CALLE 20,MOTUL,
2501,31DPR0938U,SANTIAGO XICOTENCATL,MATUTINO,PRIMARIA,205,TELCHAC PUERTO,TELCHAC PUERTO,CALLE 14,MOTUL,
2502,31EES0097K,PEDRO NOH BARON,MATUTINO,SECUNDARIA,100,TELCHAC PUERTO,TELCHAC PUERTO,CALLE 27,MOTUL,
2503,31DJN0084Y,JUAN ENRIQUE PESTALOZZI,MATUTINO,PREESCOLAR,120,TEMAX,TEMAX,CALLE 31 84 A,MOTUL,
2504,31DJN0196B,ROSAS DE LA INFANCIA,MATUTINO,PREESCOLAR,82,TEMAX,TEMAX,CALLE 33,MOTUL,
2505,31KJN0051Q,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,12,TEMAX,CHENCHE DE LAS TORRES,,MOTUL,
2506,31KJN0121V,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,7,TEMAX,SAN ANTONIO CAMARA,,MOTUL,
2507,31DPR0296R,AVELINA CARDENAS REJON,MATUTINO,PRIMARIA,140,TEMAX,TEMAX,CALLE 31 93,MOTUL,
2508,31DPR0532D,RAFAEL CHAZARO PEREZ,MATUTINO,PRIMARIA,219,TEMAX,TEMAX,CALLE 39 85,MOTUL,
2509,31DPR0533C,COSME DAMIAN CRESPO,MATUTINO,PRIMARIA,144,TEMAX,TEMAX,CALLE 33 149,MOTUL,
2510,31EPR0153T,FRANCISCO SAURI VILLAFAÑA,MATUTINO,PRIMARIA,222,TEMAX,TEMAX,CALLE 33 103,MOTUL,
2511,31DPR0480O,12 DE OCTUBRE,MATUTINO,PRIMARIA,22,TEMAX,CHENCHE DE LAS TORRES,,MOTUL,
2512,31DPR0476B,EMILIANO ZAPATA,MATUTINO,PRIMARIA,20,TEMAX,SAN ANTONIO CAMARA,,MOTUL,
2513,31EES0051P,RAMIRO RODRIGUEZ AGUAYO,VESPERTINO,SECUNDARIA,326,TEMAX,TEMAX,CALLE 26 CARRETERA A TEKAL DE VENEGAS,MOTUL,
2514,31ETV0072H,CRISTOBAL COLON,MATUTINO,SECUNDARIA,33,TEMAX,CHENCHE DE LAS TORRES,CALLE 2 10,MOTUL,
2515,31DCC0175Z,MARIA MONTESSORI,MATUTINO,PREESCOLAR,185,TEMOZON,TEMOZON,CALLE 11,VALLADOLID,
2516,31DJN0165I,CECILIO CHI,MATUTINO,PREESCOLAR,87,TEMOZON,TEMOZON,CALLE 13 56,VALLADOLID,
2517,31DCC0009B,ALFONSO CASO ANDRADE,MATUTINO,PREESCOLAR,30,TEMOZON,ACTUNCOH,,VALLADOLID,
2518,31DCC0298J,JUAN FRANCISCO MOLINA SOLIS,MATUTINO,PREESCOLAR,38,TEMOZON,DZALBAY,,VALLADOLID,
2519,31DCC0016L,BENITO JUAREZ GARCIA,MATUTINO,PREESCOLAR,129,TEMOZON,HUNUKU,,VALLADOLID,
2520,31KCC0049M,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,3,TEMOZON,X-KANCHECHEN,,VALLADOLID,
2521,31DCC0017K,LAZARO CARDENAS DEL RIO,MATUTINO,PREESCOLAR,83,TEMOZON,NAHBALAM,,VALLADOLID,
2522,31DCC0299I,JUAN PIO PEREZ,MATUTINO,PREESCOLAR,23,TEMOZON,SANTA RITA,,VALLADOLID,
2523,31KCC0165C,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,11,TEMOZON,X'TUT,,VALLADOLID,
2524,31DCC0201H,JACINTO CANEK,MATUTINO,PREESCOLAR,24,TEMOZON,X-UCH,,VALLADOLID,
2525,31KCC0265B,ESCUELA COMUNITARIA CONAFE,DISCONTINUO,PREESCOLAR,18,TEMOZON,EKBALAM,,VALLADOLID,
2526,31DCC0262V,5 DE FEBRERO,MATUTINO,PREESCOLAR,30,TEMOZON,YOKDZONOT PRESENTADO,,VALLADOLID,
2527,31DPR0119N,JUAN DE DIOS RODRIGUEZ HEREDIA,VESPERTINO,PRIMARIA,373,TEMOZON,TEMOZON,CALLE 12,VALLADOLID,
2528,31DPR0526T,REVOLUCION,MATUTINO,PRIMARIA,364,TEMOZON,TEMOZON,CALLE 12,VALLADOLID,
2529,31DPR1732I,VICENTE GUERRERO,MATUTINO,PRIMARIA,150,TEMOZON,TEMOZON,CALLE 4,VALLADOLID,
2530,31DPB0112T,ALFONSO CASO ANDRADE,MATUTINO,PRIMARIA,67,TEMOZON,ACTUNCOH,,VALLADOLID,
2531,31DPB0108G,EMILIANO ZAPATA,MATUTINO,PRIMARIA,90,TEMOZON,DZALBAY,,VALLADOLID,
2532,31DPB0110V,BENITO JUAREZ GARCIA,MATUTINO,PRIMARIA,306,TEMOZON,HUNUKU,,VALLADOLID,
2533,31DPB2004Z,RITA CETINA GUTIERREZ,VESPERTINO,PRIMARIA,125,TEMOZON,HUNUKU,,VALLADOLID,
2534,31KPB0076O,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,7,TEMOZON,X-KANCHECHEN,,VALLADOLID,
2535,31DPB0048I,GONZALO GUERRERO,MATUTINO,PRIMARIA,20,TEMOZON,KANTO,,VALLADOLID,
2536,31DPB0109F,LAZARO CARDENAS DEL RIO,MATUTINO,PRIMARIA,271,TEMOZON,NAHBALAM,,VALLADOLID,
2537,31DPR0859H,ESTADO DE CAMPECHE,MATUTINO,PRIMARIA,61,TEMOZON,SANTA RITA,,VALLADOLID,
2538,31DPB0233E,VICENTE GUERRERO,MATUTINO,PRIMARIA,37,TEMOZON,X'TUT,,VALLADOLID,
2539,31DPR0254S,JACINTO PAT,MATUTINO,PRIMARIA,42,TEMOZON,X-UCH,,VALLADOLID,
2540,31DPR0566U,ADOLFO LOPEZ MATEOS,MATUTINO,PRIMARIA,45,TEMOZON,EKBALAM,,VALLADOLID,
2541,31DPR0110W,5 DE FEBRERO,MATUTINO,PRIMARIA,72,TEMOZON,YOKDZONOT PRESENTADO,,VALLADOLID,
2542,31KPR0426D,ESCUELA COMUNITARIA CONAFE,DISCONTINUO,PRIMARIA,5,TEMOZON,SAN PEDRO TZEC,,VALLADOLID,
2543,31DST0039N,ESCUELA SECUNDARIA TECNICA NUM. 39,MATUTINO,SECUNDARIA,390,TEMOZON,TEMOZON,CALLE 11,VALLADOLID,
2544,31ETV0160B,MOISES SAENZ GARZA,MATUTINO,SECUNDARIA,67,TEMOZON,ACTUNCOH,,VALLADOLID,
2545,31ETV0109E,ALFONSO REYES,MATUTINO,SECUNDARIA,40,TEMOZON,DZALBAY,,VALLADOLID,
2546,31ETV0013S,JUSTO SIERRA MENDEZ,MAT/VESP,SECUNDARIA,136,TEMOZON,HUNUKU,CARRETERA SANTA RITA-HUNUKU,VALLADOLID,
2547,31ETV0013S,JUSTO SIERRA MENDEZ,MAT/VESP,SECUNDARIA,136,TEMOZON,HUNUKU,CARRETERA SANTA RITA-HUNUKU,VALLADOLID,
2548,31ETV0016P,JOSE VASCONCELOS,MATUTINO,SECUNDARIA,150,TEMOZON,NAHBALAM,,VALLADOLID,
2549,31ETV0166W,FRIDA KAHLO,MATUTINO,SECUNDARIA,39,TEMOZON,SANTA RITA,,VALLADOLID,
2550,31KTV0079L,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,8,TEMOZON,X'TUT,,VALLADOLID,
2551,31ETV0144K,PABLO MORENO Y TRIAY,MATUTINO,SECUNDARIA,32,TEMOZON,X-UCH,,VALLADOLID,
2552,31EES0095M,JOSE DE LA LUZ MENA Y ALCOCER,MATUTINO,SECUNDARIA,61,TEMOZON,YOKDZONOT PRESENTADO,,VALLADOLID,
2553,31DCC0238V,MANUEL ANTONIO AY,MATUTINO,PREESCOLAR,88,TEPAKAN,TEPAKAN,CALLE 20,IZAMAL,
2554,31KJN0053O,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,15,TEPAKAN,KANTIRIX,,IZAMAL,
2555,31DPR1733H,CARLOS HERNAN PEREZ RIVERO,MATUTINO,PRIMARIA,33,TEPAKAN,TEPAKAN,CALLE 20,IZAMAL,
2556,31EPR0239Z,MANUEL CRESCENCIO REJON,MATUTINO,PRIMARIA,139,TEPAKAN,TEPAKAN,CALLE 20 105,IZAMAL,
2557,31DPR0828O,CUAUHTEMOC,MATUTINO,PRIMARIA,17,TEPAKAN,KANTIRIX,,IZAMAL,
2558,31ETV0173F,TELESECUNDARIA NUM. 173,MATUTINO,SECUNDARIA,73,TEPAKAN,TEPAKAN,CALLE 16,IZAMAL,
2559,31DJN0187U,MANUEL AVILA CAMACHO,MATUTINO,PREESCOLAR,111,TETIZ,TETIZ,CALLE 22,HUNUCMA,
2560,31DJN2053S,SILVIO ZAVALA VALLADO,MATUTINO,PREESCOLAR,82,TETIZ,TETIZ,CALLE 22,HUNUCMA,
2561,31DCC0088E,20 DE NOVIEMBRE,MATUTINO,PREESCOLAR,53,TETIZ,NOHUAYUN,,HUNUCMA,
2562,31DPR2012I,LUIS DONALDO COLOSIO MURRIETA,MATUTINO,PRIMARIA,164,TETIZ,TETIZ,CALLE 24 NA,HUNUCMA,
2563,31EPR0155R,GABINO DE J VAZQUEZ,MATUTINO,PRIMARIA,304,TETIZ,TETIZ,CALLE 22 99,HUNUCMA,
2564,31DPR0519J,CUAUHTEMOC,VESPERTINO,PRIMARIA,112,TETIZ,NOHUAYUN,CALLE 17,HUNUCMA,
2565,31EES0082I,EDGAR EULOGIO MOGUEL BARRERA,MATUTINO,SECUNDARIA,174,TETIZ,TETIZ,CALLE 11,HUNUCMA,
2566,31ETV0110U,SERAPIO RENDON,MATUTINO,SECUNDARIA,43,TETIZ,NOHUAYUN,,HUNUCMA,
2567,31DJN0024J,ADOLFO LOPEZ MATEOS,MATUTINO,PREESCOLAR,87,TEYA,TEYA,CALLE 20,IZAMAL,
2568,31DPR0214R,FELIPE CARRILLO PUERTO,MATUTINO,PRIMARIA,222,TEYA,TEYA,CALLE 25 77,IZAMAL,
2569,31DST0036Q,ESCUELA SECUNDARIA TECNICA NUM. 36,MATUTINO,SECUNDARIA,120,TEYA,TEYA,CARRETERA TEYA-TEPAKAN KILOMETRO 1.5,IZAMAL,
2570,31EDI0007W,BEATRIZ RODRIGUEZ GUILLERMO,MATUTINO,INICIAL,36,TICUL,TICUL,CALLE 37,TICUL,
2571,31DCC0035Z,HEROE DE LA PATRIA,MATUTINO,PREESCOLAR,159,TICUL,TICUL,CALLE 42,TICUL,
2572,31DCC2026F,U WAYAK'MEJEN PALAL,MATUTINO,PREESCOLAR,59,TICUL,TICUL,,TICUL,
2573,31DCC2032Q,IXCHEL,MATUTINO,PREESCOLAR,108,TICUL,TICUL,CALLE 37,TICUL,
2574,31DJN0004W,30 DE ABRIL,MATUTINO,PREESCOLAR,160,TICUL,TICUL,CALLE 27,TICUL,
2575,31DJN0074R,JOSE MARIA MEDINA AYORA,MATUTINO,PREESCOLAR,174,TICUL,TICUL,CALLE 19,TICUL,
2576,31DJN0147T,CUAUHTEMOC,MATUTINO,PREESCOLAR,137,TICUL,TICUL,CALLE 14 203 B,TICUL,
2577,31DJN0200Y,YUCATAN,MATUTINO,PREESCOLAR,133,TICUL,TICUL,CALLE 33 170 B,TICUL,
2578,31DJN0240Z,MANUEL GUTIERREZ NAJERA,MATUTINO,PREESCOLAR,139,TICUL,TICUL,CALLE 9-A 100,TICUL,
2579,31EJN0078M,TERESA DE JESUS GOMEZ DOMINGUEZ,MATUTINO,PREESCOLAR,119,TICUL,TICUL,CALLE 32,TICUL,
2580,31EJN0079L,COL. OBRERA,MATUTINO,PREESCOLAR,128,TICUL,TICUL,CALLE 18,TICUL,
2581,31DCC0053P,LEONA VICARIO,MATUTINO,PREESCOLAR,104,TICUL,PUSTUNICH,CALLE 25 186,TICUL,
2582,31DCC0069Q,MIGUEL HIDALGO Y COSTILLA,MATUTINO,PREESCOLAR,136,TICUL,YOTHOLIN,CALLE 30 205,TICUL,
2583,31DPB0295R,ELIGIO ANCONA,MATUTINO,PRIMARIA,161,TICUL,TICUL,CALLE 13-A,TICUL,
2584,31DPR0113T,GAUDENCIO PERAZA ESQUILIANO,MATUTINO,PRIMARIA,177,TICUL,TICUL,CALLE 25 186,TICUL,
2585,31DPR0323Y,RICARDO FLORES MAGON,MATUTINO,PRIMARIA,378,TICUL,TICUL,CALLE 25 139 NA,TICUL,
2586,31DPR0471G,MANUEL CEPEDA PERAZA,MATUTINO,PRIMARIA,486,TICUL,TICUL,CALLE 15 218,TICUL,
2587,31DPR0472F,ESTADO DE CAMPECHE,MATUTINO,PRIMARIA,317,TICUL,TICUL,CALLE 24 173,TICUL,
2588,31DPR0817I,RAFAEL RAMIREZ CASTAÑEDA,MATUTINO,PRIMARIA,364,TICUL,TICUL,CALLE 21 269,TICUL,
2589,31DPR1679D,BENITO JUAREZ GARCIA,MATUTINO,PRIMARIA,169,TICUL,TICUL,CALLE 34,TICUL,
2590,31EPR0156Q,FELIPE CARRILLO PUERTO,MATUTINO,PRIMARIA,387,TICUL,TICUL,CALLE 24 256 A,TICUL,
2591,31EPR0157P,JOAQUIN BARRERA GONZALEZ,MATUTINO,PRIMARIA,478,TICUL,TICUL,CALLE 25 200,TICUL,
2592,31EPR0158O,RODOLFO MENENDEZ DE LA PEÑA,MATUTINO,PRIMARIA,305,TICUL,TICUL,CALLE 29 214,TICUL,
2593,31EPR0159N,VENUSTIANO CARRANZA,MATUTINO,PRIMARIA,391,TICUL,TICUL,CALLE 25 226,TICUL,
2594,31PPR0305N,MARIA LUISA PEREZ MIJANGOS,MATUTINO,PRIMARIA,155,TICUL,TICUL,CALLE 18 175 A,TICUL,
2595,31DPR0882I,FELIPE CARRILLO PUERTO,MATUTINO,PRIMARIA,253,TICUL,PUSTUNICH,CALLE 25 189,TICUL,
2596,31DPB0194T,ROMULO ROZO,MATUTINO,PRIMARIA,34,TICUL,UNIDADES DE RIEGO,,TICUL,
2597,31DPR0576A,FELIPE CARRILLO PUERTO,MATUTINO,PRIMARIA,309,TICUL,YOTHOLIN,CALLE 21,TICUL,
2598,31DES0008B,FELIPE CARRILLO PUERTO,MATUTINO,SECUNDARIA,751,TICUL,TICUL,CALLE 9,TICUL,
2599,31DES2028C,NUEVA CREACION IX,VESPERTINO,SECUNDARIA,293,TICUL,TICUL,CALLE 9 SN,TICUL,
2600,31DSN0001Q,VICENTE GUERRERO,NOCTURNO,SECUNDARIA,106,TICUL,TICUL,CALLE 19,TICUL,
2601,31EES0029N,SATURNINO GOMEZ SOSA,VESPERTINO,SECUNDARIA,618,TICUL,TICUL,CALLE 21,TICUL,
2602,31PES0105I,JOSE DOLORES RODRIGUEZ TAMAYO,MATUTINO,SECUNDARIA,180,TICUL,TICUL,CALLE 18 175 A,TICUL,
2603,31DES2003U,CUAUHTEMOC,MATUTINO,SECUNDARIA,191,TICUL,PUSTUNICH,CALLE 26 CARRETERA POSTUNICH-TABI,TICUL,
2604,31DST2015R,ESCUELA SECUNDARIA TECNICA NUM. 70,MATUTINO,SECUNDARIA,110,TICUL,YOTHOLIN,CALLE 28,TICUL,
2605,31DCC0044H,JACINTO CANEK,MATUTINO,PREESCOLAR,109,TIMUCUY,TIMUCUY,CALLE 18,MERIDA,KANASIN
2606,31DJN0201X,YUM KIN,MATUTINO,PREESCOLAR,62,TIMUCUY,TIMUCUY,CALLE 20-A 95,MERIDA,KANASIN
2607,31DCC0080M,ANTONIO LOPEZ DE SANTA ANA,MATUTINO,PREESCOLAR,63,TIMUCUY,SUBINCANCAB,,MERIDA,KANASIN
2608,31DCC0081L,FEDERICO FROEBEL,MATUTINO,PREESCOLAR,58,TIMUCUY,TEKIK DE REGIL,,MERIDA,KANASIN
2609,31DPR0568S,MI PATRIA,MATUTINO,PRIMARIA,184,TIMUCUY,TIMUCUY,CALLE 23 110,MERIDA,KANASIN
2610,31DPR1722B,VICTOR GALLO MARTINEZ,MATUTINO,PRIMARIA,290,TIMUCUY,TIMUCUY,CALLE 23 100,MERIDA,KANASIN
2611,31DPR0567T,PABLO CANUL,MATUTINO,PRIMARIA,148,TIMUCUY,SUBINCANCAB,,MERIDA,KANASIN
2612,31DPR0898J,FELIPE CARRILLO PUERTO,MATUTINO,PRIMARIA,210,TIMUCUY,TEKIK DE REGIL,CALLE 52,MERIDA,KANASIN
2613,31EES0073A,SALVADOR RODRIGUEZ LOSA,VESPERTINO,SECUNDARIA,237,TIMUCUY,TIMUCUY,CALLE 21,MERIDA,KANASIN
2614,31ETV0062A,MANUEL CEPEDA PERAZA,MATUTINO,SECUNDARIA,62,TIMUCUY,SUBINCANCAB,,MERIDA,KANASIN
2615,31ETV0119L,TELESECUNDARIA NUM. 119,MATUTINO,SECUNDARIA,114,TIMUCUY,TEKIK DE REGIL,CARRETERA MERIDA-TIMUCUY,MERIDA,KANASIN
2616,31DCC0202G,NIÑOS HEROES,MATUTINO,PREESCOLAR,56,TINUM,TINUM,CALLE 22 100,VALLADOLID,
2617,31DJN0163K,HANS CHRISTIAN ANDERSEN,MATUTINO,PREESCOLAR,22,TINUM,TINUM,CALLE 21 115,VALLADOLID,
2618,31KCC0193Z,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,1,TINUM,LOOP XUL,,VALLADOLID,
2619,31DCC0110Q,FELIPE CARRILLO PUERTO,MATUTINO,PREESCOLAR,141,TINUM,PISTE,CALLE 12,VALLADOLID,
2620,31DCC2028D,CHICHEN ITZA,MATUTINO,PREESCOLAR,106,TINUM,PISTE,CALLE 4,VALLADOLID,
