ID	CCT	NOMBRE	CALLE Y NUMERO	LOCALIDAD	MUNICIPIO
2498	31EPR0152U	RICARDO FLORES MAGON	CALLE 21 102 B	TELCHAC	TELCHAC PUEBLO
2499	31DST0009T	ESCUELA SECUNDARIA TECNICA NUM. 9	CARRETERA TELCHAC-MOTUL KILOMETRO 2 NA	TELCHAC	TELCHAC PUEBLO
2500	31DJN0002Y	DIEGO RIVERA	CALLE 20	TELCHAC PUERTO	TELCHAC PUERTO
2501	31DPR0938U	SANTIAGO XICOTENCATL	CALLE 14	TELCHAC PUERTO	TELCHAC PUERTO
2502	31EES0097K	PEDRO NOH BARON	CALLE 27	TELCHAC PUERTO	TELCHAC PUERTO
2503	31DJN0084Y	JUAN ENRIQUE PESTALOZZI	CALLE 31 84 A	TEMAX	TEMAX
2504	31DJN0196B	ROSAS DE LA INFANCIA	CALLE 33	TEMAX	TEMAX
2505	31KJN0051Q	PREESCOLAR COMUNITARIO		CHENCHE DE LAS TORRES	TEMAX
2506	31KJN0121V	PREESCOLAR COMUNITARIO		SAN ANTONIO CAMARA	TEMAX
2507	31DPR0296R	AVELINA CARDENAS REJON	CALLE 31 93	TEMAX	TEMAX
2508	31DPR0532D	RAFAEL CHAZARO PEREZ	CALLE 39 85	TEMAX	TEMAX
2509	31DPR0533C	COSME DAMIAN CRESPO	CALLE 33 149	TEMAX	TEMAX
2510	31EPR0153T	FRANCISCO SAURI VILLAFAÑA	CALLE 33 103	TEMAX	TEMAX
2511	31DPR0480O	12 DE OCTUBRE		CHENCHE DE LAS TORRES	TEMAX
2512	31DPR0476B	EMILIANO ZAPATA		SAN ANTONIO CAMARA	TEMAX
2513	31EES0051P	RAMIRO RODRIGUEZ AGUAYO	CALLE 26 CARRETERA A TEKAL DE VENEGAS	TEMAX	TEMAX
2514	31ETV0072H	CRISTOBAL COLON	CALLE 2 10	CHENCHE DE LAS TORRES	TEMAX
2515	31DCC0175Z	MARIA MONTESSORI	CALLE 11	TEMOZON	TEMOZON
2516	31DJN0165I	CECILIO CHI	CALLE 13 56	TEMOZON	TEMOZON
2517	31DCC0009B	ALFONSO CASO ANDRADE		ACTUNCOH	TEMOZON
2518	31DCC0298J	JUAN FRANCISCO MOLINA SOLIS		DZALBAY	TEMOZON
2519	31DCC0016L	BENITO JUAREZ GARCIA		HUNUKU	TEMOZON
2520	31KCC0049M	PREESCOLAR INDIGENA PAEPI		X-KANCHECHEN	TEMOZON
2521	31DCC0017K	LAZARO CARDENAS DEL RIO		NAHBALAM	TEMOZON
2522	31DCC0299I	JUAN PIO PEREZ		SANTA RITA	TEMOZON
2523	31KCC0165C	PREESCOLAR INDIGENA PAEPI		X'TUT	TEMOZON
2524	31DCC0201H	JACINTO CANEK		X-UCH	TEMOZON
2525	31KCC0265B	ESCUELA COMUNITARIA CONAFE		EKBALAM	TEMOZON
2526	31DCC0262V	5 DE FEBRERO		YOKDZONOT PRESENTADO	TEMOZON
2527	31DPR0119N	JUAN DE DIOS RODRIGUEZ HEREDIA	CALLE 12	TEMOZON	TEMOZON
2528	31DPR0526T	REVOLUCION	CALLE 12	TEMOZON	TEMOZON
2529	31DPR1732I	VICENTE GUERRERO	CALLE 4	TEMOZON	TEMOZON
2530	31DPB0112T	ALFONSO CASO ANDRADE		ACTUNCOH	TEMOZON
2531	31DPB0108G	EMILIANO ZAPATA		DZALBAY	TEMOZON
2532	31DPB0110V	BENITO JUAREZ GARCIA		HUNUKU	TEMOZON
2533	31DPB2004Z	RITA CETINA GUTIERREZ		HUNUKU	TEMOZON
2534	31KPB0076O	PRIMARIA INDIGENA PAEPI		X-KANCHECHEN	TEMOZON
2535	31DPB0048I	GONZALO GUERRERO		KANTO	TEMOZON
2536	31DPB0109F	LAZARO CARDENAS DEL RIO		NAHBALAM	TEMOZON
2537	31DPR0859H	ESTADO DE CAMPECHE		SANTA RITA	TEMOZON
2538	31DPB0233E	VICENTE GUERRERO		X'TUT	TEMOZON
2539	31DPR0254S	JACINTO PAT		X-UCH	TEMOZON
2540	31DPR0566U	ADOLFO LOPEZ MATEOS		EKBALAM	TEMOZON
2541	31DPR0110W	5 DE FEBRERO		YOKDZONOT PRESENTADO	TEMOZON
2542	31KPR0426D	ESCUELA COMUNITARIA CONAFE		SAN PEDRO TZEC	TEMOZON
2543	31DST0039N	ESCUELA SECUNDARIA TECNICA NUM. 39	CALLE 11	TEMOZON	TEMOZON
2544	31ETV0160B	MOISES SAENZ GARZA		ACTUNCOH	TEMOZON
2545	31ETV0109E	ALFONSO REYES		DZALBAY	TEMOZON
2546	31ETV0013S	JUSTO SIERRA MENDEZ	CARRETERA SANTA RITA-HUNUKU	HUNUKU	TEMOZON
2547	31ETV0013S	JUSTO SIERRA MENDEZ	CARRETERA SANTA RITA-HUNUKU	HUNUKU	TEMOZON
2548	31ETV0016P	JOSE VASCONCELOS		NAHBALAM	TEMOZON
2549	31ETV0166W	FRIDA KAHLO		SANTA RITA	TEMOZON
2550	31KTV0079L	SECUNDARIA COMUNITARIA		X'TUT	TEMOZON
2551	31ETV0144K	PABLO MORENO Y TRIAY		X-UCH	TEMOZON
2552	31EES0095M	JOSE DE LA LUZ MENA Y ALCOCER		YOKDZONOT PRESENTADO	TEMOZON
2553	31DCC0238V	MANUEL ANTONIO AY	CALLE 20	TEPAKAN	TEPAKAN
2554	31KJN0053O	PREESCOLAR COMUNITARIO		KANTIRIX	TEPAKAN
2555	31DPR1733H	CARLOS HERNAN PEREZ RIVERO	CALLE 20	TEPAKAN	TEPAKAN
2556	31EPR0239Z	MANUEL CRESCENCIO REJON	CALLE 20 105	TEPAKAN	TEPAKAN
2557	31DPR0828O	CUAUHTEMOC		KANTIRIX	TEPAKAN
2558	31ETV0173F	TELESECUNDARIA NUM. 173	CALLE 16	TEPAKAN	TEPAKAN
2559	31DJN0187U	MANUEL AVILA CAMACHO	CALLE 22	TETIZ	TETIZ
2560	31DJN2053S	SILVIO ZAVALA VALLADO	CALLE 22	TETIZ	TETIZ
2561	31DCC0088E	20 DE NOVIEMBRE		NOHUAYUN	TETIZ
2562	31DPR2012I	LUIS DONALDO COLOSIO MURRIETA	CALLE 24 NA	TETIZ	TETIZ
2563	31EPR0155R	GABINO DE J VAZQUEZ	CALLE 22 99	TETIZ	TETIZ
2564	31DPR0519J	CUAUHTEMOC	CALLE 17	NOHUAYUN	TETIZ
2565	31EES0082I	EDGAR EULOGIO MOGUEL BARRERA	CALLE 11	TETIZ	TETIZ
2566	31ETV0110U	SERAPIO RENDON		NOHUAYUN	TETIZ
2567	31DJN0024J	ADOLFO LOPEZ MATEOS	CALLE 20	TEYA	TEYA
2568	31DPR0214R	FELIPE CARRILLO PUERTO	CALLE 25 77	TEYA	TEYA
2569	31DST0036Q	ESCUELA SECUNDARIA TECNICA NUM. 36	CARRETERA TEYA-TEPAKAN KILOMETRO 1.5	TEYA	TEYA
2570	31EDI0007W	BEATRIZ RODRIGUEZ GUILLERMO	CALLE 37	TICUL	TICUL
2571	31DCC0035Z	HEROE DE LA PATRIA	CALLE 42	TICUL	TICUL
2572	31DCC2026F	U WAYAK'MEJEN PALAL		TICUL	TICUL
2573	31DCC2032Q	IXCHEL	CALLE 37	TICUL	TICUL
2574	31DJN0004W	30 DE ABRIL	CALLE 27	TICUL	TICUL
2575	31DJN0074R	JOSE MARIA MEDINA AYORA	CALLE 19	TICUL	TICUL
2576	31DJN0147T	CUAUHTEMOC	CALLE 14 203 B	TICUL	TICUL
2577	31DJN0200Y	YUCATAN	CALLE 33 170 B	TICUL	TICUL
2578	31DJN0240Z	MANUEL GUTIERREZ NAJERA	CALLE 9-A 100	TICUL	TICUL
2579	31EJN0078M	TERESA DE JESUS GOMEZ DOMINGUEZ	CALLE 32	TICUL	TICUL
2580	31EJN0079L	COL. OBRERA	CALLE 18	TICUL	TICUL
2581	31DCC0053P	LEONA VICARIO	CALLE 25 186	PUSTUNICH	TICUL
2582	31DCC0069Q	MIGUEL HIDALGO Y COSTILLA	CALLE 30 205	YOTHOLIN	TICUL
2583	31DPB0295R	ELIGIO ANCONA	CALLE 13-A	TICUL	TICUL
2584	31DPR0113T	GAUDENCIO PERAZA ESQUILIANO	CALLE 25 186	TICUL	TICUL
2585	31DPR0323Y	RICARDO FLORES MAGON	CALLE 25 139 NA	TICUL	TICUL
2586	31DPR0471G	MANUEL CEPEDA PERAZA	CALLE 15 218	TICUL	TICUL
2587	31DPR0472F	ESTADO DE CAMPECHE	CALLE 24 173	TICUL	TICUL
2588	31DPR0817I	RAFAEL RAMIREZ CASTAÑEDA	CALLE 21 269	TICUL	TICUL
2589	31DPR1679D	BENITO JUAREZ GARCIA	CALLE 34	TICUL	TICUL
2590	31EPR0156Q	FELIPE CARRILLO PUERTO	CALLE 24 256 A	TICUL	TICUL
2591	31EPR0157P	JOAQUIN BARRERA GONZALEZ	CALLE 25 200	TICUL	TICUL
2592	31EPR0158O	RODOLFO MENENDEZ DE LA PEÑA	CALLE 29 214	TICUL	TICUL
2593	31EPR0159N	VENUSTIANO CARRANZA	CALLE 25 226	TICUL	TICUL
2594	31PPR0305N	MARIA LUISA PEREZ MIJANGOS	CALLE 18 175 A	TICUL	TICUL
2595	31DPR0882I	FELIPE CARRILLO PUERTO	CALLE 25 189	PUSTUNICH	TICUL
2596	31DPB0194T	ROMULO ROZO		UNIDADES DE RIEGO	TICUL
2597	31DPR0576A	FELIPE CARRILLO PUERTO	CALLE 21	YOTHOLIN	TICUL
2598	31DES0008B	FELIPE CARRILLO PUERTO	CALLE 9	TICUL	TICUL
2599	31DES2028C	NUEVA CREACION IX	CALLE 9 SN	TICUL	TICUL
2600	31DSN0001Q	VICENTE GUERRERO	CALLE 19	TICUL	TICUL
2601	31EES0029N	SATURNINO GOMEZ SOSA	CALLE 21	TICUL	TICUL
2602	31PES0105I	JOSE DOLORES RODRIGUEZ TAMAYO	CALLE 18 175 A	TICUL	TICUL
2603	31DES2003U	CUAUHTEMOC	CALLE 26 CARRETERA POSTUNICH-TABI	PUSTUNICH	TICUL
2604	31DST2015R	ESCUELA SECUNDARIA TECNICA NUM. 70	CALLE 28	YOTHOLIN	TICUL
2605	31DCC0044H	JACINTO CANEK	CALLE 18	TIMUCUY	TIMUCUY
2606	31DJN0201X	YUM KIN	CALLE 20-A 95	TIMUCUY	TIMUCUY
2607	31DCC0080M	ANTONIO LOPEZ DE SANTA ANA		SUBINCANCAB	TIMUCUY
2608	31DCC0081L	FEDERICO FROEBEL		TEKIK DE REGIL	TIMUCUY
2609	31DPR0568S	MI PATRIA	CALLE 23 110	TIMUCUY	TIMUCUY
2610	31DPR1722B	VICTOR GALLO MARTINEZ	CALLE 23 100	TIMUCUY	TIMUCUY
2611	31DPR0567T	PABLO CANUL		SUBINCANCAB	TIMUCUY
2612	31DPR0898J	FELIPE CARRILLO PUERTO	CALLE 52	TEKIK DE REGIL	TIMUCUY
2613	31EES0073A	SALVADOR RODRIGUEZ LOSA	CALLE 21	TIMUCUY	TIMUCUY
2614	31ETV0062A	MANUEL CEPEDA PERAZA		SUBINCANCAB	TIMUCUY
2615	31ETV0119L	TELESECUNDARIA NUM. 119	CARRETERA MERIDA-TIMUCUY	TEKIK DE REGIL	TIMUCUY
2616	31DCC0202G	NIÑOS HEROES	CALLE 22 100	TINUM	TINUM
2617	31DJN0163K	HANS CHRISTIAN ANDERSEN	CALLE 21 115	TINUM	TINUM
2618	31KCC0193Z	PREESCOLAR INDIGENA PAEPI		LOOP XUL	TINUM
2619	31DCC0110Q	FELIPE CARRILLO PUERTO	CALLE 12	PISTE	TINUM
2620	31DCC2028D	CHICHEN ITZA	CALLE 4	PISTE	TINUM
2621	31DJN0125H	ERMILO ABREU GOMEZ	CALLE 10	PISTE	TINUM
2622	31KCC0194Y	PREESCOLAR INDIGENA PAEPI		SAN FELIPE	TINUM
2623	31DCC0111P	JACINTO CANEK		SAN FRANCISCO GRANDE	TINUM
2624	31DCC0256K	BANDERA DE MEXICO		TOHOPKU	TINUM
2625	31DCC0019I	JAIME NUNO		X-CALAKOOP	TINUM
2626	31DPR0540M	FELIPE CARRILLO PUERTO	CALLE 21 111	TINUM	TINUM
2627	31KPB0077N	PRIMARIA INDIGENA PAEPI		LOOP XUL	TINUM
2628	31DPB2031W	JACINTO CANEK	CALLE 4 NA	PISTE	TINUM
2629	31DPR0320A	MIGUEL HIDALGO Y COSTILLA	CALLE 15	PISTE	TINUM
2630	31DPR1692Y	MIGUEL HIDALGO Y COSTILLA	CALLE 15	PISTE	TINUM
2631	31KPB0078M	PRIMARIA INDIGENA PAEPI		SAN FELIPE	TINUM
2632	31DPR0901G	ANDRES QUINTANA ROO		SAN FRANCISCO GRANDE	TINUM
2633	31DPB0003M	VICENTE GUERRERO		TOHOPKU	TINUM
2634	31DPR0541L	VENUSTIANO CARRANZA		X-CALAKOOP	TINUM
2635	31DST0025K	ESCUELA SECUNDARIA TECNICA NUM. 29	CARRETERA TINUM-DZITAS KILOMETRO 1	TINUM	TINUM
2636	31DST0028H	ESCUELA SECUNDARIA TECNICA NUM. 25	CARRETERA PISTE-DZITAS KILOMETRO 2	PISTE	TINUM
2637	31ETV0112S	FERNANDO MONTES DE OCA		SAN FRANCISCO GRANDE	TINUM
2638	31DTV0001O	JOSE EMILIO PACHECO		TOHOPKU	TINUM
2639	31ETV0070J	ENRIQUE PESTALOZZI		X-CALAKOOP	TINUM
2640	31DCC0024U	CECILIO CHI		TIXCACALCUPUL	TIXCACALCUPUL
2641	31DCC2029C	U XIITIL TUKUL	CALLE 7	TIXCACALCUPUL	TIXCACALCUPUL
2642	31DCC0176Z	ATILANO ALBERTOS		EKPEDZ	TIXCACALCUPUL
2643	31DCC0118I	5 DE MAYO		MAHAS	TIXCACALCUPUL
2644	31DCC0119H	20 DE NOVIEMBRE		POOP	TIXCACALCUPUL
2645	31DCC0203F	REVOLUCION		X-TOHBIL	TIXCACALCUPUL
2646	31DCC0120X	MIGUEL HIDALGO Y COSTILLA		SAN JOSE	TIXCACALCUPUL
2647	31DPR0375D	NIÑOS HEROES	CALLE 10	TIXCACALCUPUL	TIXCACALCUPUL
2648	31DPR1721C	LUIS ALFONSO ARCEO SILVA	CALLE 14	TIXCACALCUPUL	TIXCACALCUPUL
2649	31KPB0079L	PRIMARIA INDIGENA PAEPI		CAROLINA	TIXCACALCUPUL
2650	31DPB0124Y	ATILANO ALBERTOS		EKPEDZ	TIXCACALCUPUL
2651	31DPR0940I	GREGORIO TORRES QUINTERO		MAHAS	TIXCACALCUPUL
2652	31DPR0310U	ESCUADRON 201		POOP	TIXCACALCUPUL
2653	31DPR0825R	JESUS GARCIA		X-TOHBIL	TIXCACALCUPUL
2654	31DPB0128U	MIGUEL HIDALGO Y COSTILLA		SAN JOSE	TIXCACALCUPUL
2655	31EES0104D	ARTEMIO ALPIZAR RUZ	CALLE 12	TIXCACALCUPUL	TIXCACALCUPUL
2656	31KTV0042Y	SECUNDARIA COMUNITARIA		CAROLINA	TIXCACALCUPUL
2657	31ETV0044L	JUANA DE ASBAJE		EKPEDZ	TIXCACALCUPUL
2658	31KTV0010F	SECUNDARIA COMUNITARIA		X-TOHBIL	TIXCACALCUPUL
2659	31ETV0141N	ADOLFO LOPEZ MATEOS		SAN JOSE	TIXCACALCUPUL
2660	31DJN0014C	ENRIQUE DIAZ VILLAMIL	CALLE 26 96	TIXKOKOB	TIXKOKOB
2661	31DJN0138L	MARIA ISOLINA ROSADO	CALLE 6	TIXKOKOB	TIXKOKOB
2662	31DJN0190H	GUILLERMO PRIETO	CALLE 36	TIXKOKOB	TIXKOKOB
2663	31PJN0328H	CENTRO EDUCATIVO KAAM-BAL	CALLE 35 107	TIXKOKOB	TIXKOKOB
2664	31KJN0285E	PREESCOLAR COMUNITARIO		SAN ANTONIO MILLET	TIXKOKOB
2665	31DJN0140Z	CARMEN SERDAN	CALLE 7	EKMUL	TIXKOKOB
2666	31DJN0103W	JUAN DE DIOS PEZA	CALLE 8 25	EUAN	TIXKOKOB
2667	31KJN0122U	PREESCOLAR COMUNITARIO		HUBILA	TIXKOKOB
2668	31DJN0111E	AGUSTIN MELGAR	CALLE 8	NOLO	TIXKOKOB
2669	31KJN0409X	PREESCOLAR COMUNITARIO		RUINAS DE AKE	TIXKOKOB
2670	31DPR0300N	ARMANDO E GOROCICA PUERTO	CALLE 24 93	TIXKOKOB	TIXKOKOB
2671	31DPR0402K	ARMANDO E GOROCICA PUERTO	CALLE 24 93	TIXKOKOB	TIXKOKOB
2672	31DPR0833Z	GUILLERMO PRIETO	CALLE 35 96	TIXKOKOB	TIXKOKOB
2673	31EPR0161B	AQUILES SERDAN	CALLE 21	TIXKOKOB	TIXKOKOB
2674	31DPR0389G	HEROE DE NACOZARI		SAN ANTONIO MILLET	TIXKOKOB
2675	31DPR0760Y	ENRIQUE RODRIGUEZ CANO	CALLE 7 51	EKMUL	TIXKOKOB
2676	31DPR0744G	SALVADOR DIAZ MIRON		EUAN	TIXKOKOB
2677	31DPR0405H	IGNACIO ZARAGOZA		HUBILA	TIXKOKOB
2678	31DPR0403J	RICARDO FLORES MAGON	CALLE 10 57	NOLO	TIXKOKOB
2679	31DPR0376C	MARTIRES DE CHICAGO		RUINAS DE AKE	TIXKOKOB
2680	31DST0019Z	ESCUELA SECUNDARIA TECNICA NUM. 19	CARRETERA EKMUL-TIXKOKOB KILOMETRO 1	TIXKOKOB	TIXKOKOB
2681	31EES0037W	ONECIFORO BURGOS CONCHA	CALLE 12	TIXKOKOB	TIXKOKOB
2682	31ETV0009F	ERMILO ABREU GOMEZ	CARRETERA RUINAS AKE KILOMETRO 1	EKMUL	TIXKOKOB
2683	31ETV0125W	MEXICO		NOLO	TIXKOKOB
2684	31DCC0008C	VASCO DE QUIROGA		TIXMEHUAC	TIXMEHUAC
2685	31KCC0195X	PREESCOLAR INDIGENA PAEPI		CHALTUNPUHUY	TIXMEHUAC
2686	31DCC0026S	MANUEL GAMIO		CHICAN	TIXMEHUAC
2687	31KCC0023E	PREESCOLAR INDIGENA PAEPI		DZUTOH	TIXMEHUAC
2688	31DCC0007D	CUAUHTEMOC		KIMBILA	TIXMEHUAC
2689	31DCC0107C	JOSE MARIA PINO SUAREZ		SABACCHE	TIXMEHUAC
2690	31KCC0025C	PREESCOLAR INDIGENA PAEPI		SISBIC	TIXMEHUAC
2691	31DPB0063A	JULIO DE LA FUENTE		TIXMEHUAC	TIXMEHUAC
2692	31DPR0599L	TIBURCIO FLOTA	CALLE 23 12	TIXMEHUAC	TIXMEHUAC
2693	31KPB0183X	PRIMARIA INDIGENA PAEPI		CHALTUNPUHUY	TIXMEHUAC
2694	31DPB0238Z	VICTOR M FLORES		CHICAN	TIXMEHUAC
2695	31DPB0212S	ESTADO DE CAMPECHE		DZUTOH	TIXMEHUAC
2696	31DPB0186K	TIBURCIO FLOTA PEREZ		KIMBILA	TIXMEHUAC
2697	31DPB0044M	ALBINO J LOPE		SABACCHE	TIXMEHUAC
2698	31DPB0216O	NICOLAS BRAVO		SISBIC	TIXMEHUAC
2699	31DST0026J	ESCUELA SECUNDARIA TECNICA NUM. 30	CARRETERA TEKAX-TIXMEUAC KILOMETRO 17	TIXMEHUAC	TIXMEHUAC
2700	31ETV0142M	PLAN DE AYALA		CHICAN	TIXMEHUAC
2701	31ETV0165X	BEATRIZ PENICHE BARRERA		KIMBILA	TIXMEHUAC
2702	31ETV0143L	VICTOR MANUEL CERVERA PACHECO		SABACCHE	TIXMEHUAC
2703	31DJN0132R	MARIANO ESCOBEDO	CALLE 18 24	TIXPEHUAL	TIXPEHUAL
2704	31DJN0249Q	PRIMAVERA		CHOCHOH	TIXPEHUAL
2705	31KJN0055M	PREESCOLAR COMUNITARIO		KILINCHE	TIXPEHUAL
2706	31DJN0248R	MARIA MONTESSORI		SAHE	TIXPEHUAL
2707	31KJN0136X	PREESCOLAR COMUNITARIO		TECHOH	TIXPEHUAL
2708	31KJN0079W	PREESCOLAR COMUNITARIO		CUCA	TIXPEHUAL
2709	31DPR1693X	CUITLAHUAC	CALLE 24	TIXPEHUAL	TIXPEHUAL
2710	31DPR0601J	18 DE MARZO		CHOCHOH	TIXPEHUAL
2711	31DPR1676G	12 DE OCTUBRE		KILINCHE	TIXPEHUAL
2712	31DPR0588F	5 DE FEBRERO		SAHE	TIXPEHUAL
2713	31DPR1677F	16 DE SEPTIEMBRE		TECHOH	TIXPEHUAL
2714	31KPR0431P	PRIMARIA COMUNITARIA		CUCA	TIXPEHUAL
2715	31DST0041B	ESCUELA SECUNDARIA TECNICA NUM. 41	CARRETERA TIXPEHUAL-TIXKOKOB	TIXPEHUAL	TIXPEHUAL
2716	31EDI0004Z	FERNANDO CASTRO PACHECO	CALLE 29 331	TIZIMIN	TIZIMIN
2717	31DCC2016Z	VICTOR MANUEL CERVERA PACHECO	CALLE 29	TIZIMIN	TIZIMIN
2718	31DJN0013D	TIERRA Y LIBERTAD	CALLE 42 403	TIZIMIN	TIZIMIN
2719	31DJN0164J	JUAN RIVERO GUTIERREZ	CALLE 35 375	TIZIMIN	TIZIMIN
2720	31DJN0177N	JUAN DE LA BARRERA	CALLE 81	TIZIMIN	TIZIMIN
2721	31DJN0178M	IGNACIO ALLENDE	CALLE 45 465	TIZIMIN	TIZIMIN
2722	31DJN0203V	OTILIA LOPEZ	CALLE 32	TIZIMIN	TIZIMIN
2723	31DJN0218X	ZAZIL HA	CALLE 62	TIZIMIN	TIZIMIN
2724	31DJN0236M	REMIGIO AGUILAR SOSA	CALLE 32	TIZIMIN	TIZIMIN
2725	31EJN0024I	MARIA ROMERO CONDE DE LOEZA	CALLE 54-A 425	TIZIMIN	TIZIMIN
2726	31EJN0032R	TZIMIN-CAH	CALLE 32	TIZIMIN	TIZIMIN
2727	31EJN0033Q	CRISTOBAL COLON	CALLE 70 602	TIZIMIN	TIZIMIN
2728	31EJN0036N	JEAN PIAGET	CALLE 29	TIZIMIN	TIZIMIN
2729	31PJN0289W	TERESA DE AVILA	CALLE 22 490	TIZIMIN	TIZIMIN
2730	31PJN0420O	INSTITUTO EDUCATIVO DE TIZIMIN	CALLE 51 457 NA	TIZIMIN	TIZIMIN
2731	31PJN0455D	ALBERTO PEREZ	CALLE 46 476	TIZIMIN	TIZIMIN
2732	31KJN0108A	PREESCOLAR COMUNITARIO		CENOTE AZUL	TIZIMIN
2733	31DJN0067H	ALFREDO MEDINA VIDIELLA		COLONIA YUCATAN	TIZIMIN
2734	31DCC0018J	JUAN DE LA BARRERA		EL CUYO	TIZIMIN
2735	31DCC0245E	MELCHOR OCAMPO		CHAN SAN ANTONIO	TIZIMIN
2736	31KJN0123T	PREESCOLAR COMUNITARIO		CHENKEKEN	TIZIMIN
2737	31DCC0205D	IGNACIO ZARAGOZA		DZONOT AKE	TIZIMIN
2738	31KJN0203E	PREESCOLAR COMUNITARIO		DZONOT BOX	TIZIMIN
2739	31DCC0022W	FELIPE CARRILLO PUERTO		DZONOT CARRETERO	TIZIMIN
2740	31KJN0075Z	PREESCOLAR COMUNITARIO		DZONOT MEZO	TIZIMIN
2741	31KJN0222T	PREESCOLAR COMUNITARIO		DZONOT TIGRE	TIZIMIN
2742	31KJN0057K	PREESCOLAR COMUNITARIO		EL EDEN (YAXIC)	TIZIMIN
2743	31KJN0204D	PREESCOLAR COMUNITARIO		KIKIL	TIZIMIN
2744	31KJN0243F	PREESCOLAR COMUNITARIO		LA LIBERTAD	TIZIMIN
2745	31DCC0220W	MANUEL CEPEDA PERAZA		MANUEL CEPEDA PERAZA	TIZIMIN
2746	31KJN0080L	PREESCOLAR COMUNITARIO		MOCTEZUMA	TIZIMIN
2747	31KJN0334X	PREESCOLAR COMUNITARIO		X-PANHATORO	TIZIMIN
2748	31DCC0089D	ANTONIO MEDIZ BOLIO		POPOLNAH	TIZIMIN
2749	31KJN0081K	PREESCOLAR COMUNITARIO		SAMARIA	TIZIMIN
2750	31KJN0250P	PREESCOLAR COMUNITARIO		SAN ISIDRO KILOMETRO CATORCE (SAN ISIDRO)	TIZIMIN
2751	31KJN0061X	PREESCOLAR COMUNITARIO		SAN LORENZO CHIQUILA	TIZIMIN
2752	31KJN0060Y	PREESCOLAR COMUNITARIO		SAN LUIS TZUCTUK	TIZIMIN
2753	31KJN0205C	PREESCOLAR COMUNITARIO		KALAX YOKDZONOT	TIZIMIN
2754	31KJN0134Z	PREESCOLAR COMUNITARIO		SAN PEDRO JUAREZ	TIZIMIN
2755	31KJN0058J	PREESCOLAR COMUNITARIO		SANTA CLARA DZIBALKU	TIZIMIN
2756	31KJN0372Z	ESCUELA CONAFE		SANTA ELENA	TIZIMIN
2757	31DCC0028Q	ZAMNA		SANTA ROSA	TIZIMIN
2758	31DCC0034A	RAMON ISAAC ALDANA DEL PUERTO		LA SIERRA	TIZIMIN
2759	31DCC0091S	DAVID VIVAS ROMERO		SUCOPO	TIZIMIN
2760	31KJN0224R	PREESCOLAR COMUNITARIO		NUEVO TEZOCO	TIZIMIN
2761	31DCC0207B	FRANCISCO I. MADERO		TIXCANCAL	TIZIMIN
2762	31KJN0286D	PREESCOLAR COMUNITARIO		X-MAKULAN	TIZIMIN
2763	31KJN0082J	PREESCOLAR COMUNITARIO		YAXCHEKU	TIZIMIN
2764	31KJN0405A	ESCUELA COMUNITARIA CONAFE		YOHACTUN DE HIDALGO	TIZIMIN
2765	31KCC0196W	PREESCOLAR INDIGENA PAEPI		SAN ISIDRO KANCABDZONOT	TIZIMIN
2766	31DCC2003V	MEJEN XOOKO'OB		SAN ANDRES	TIZIMIN
2767	31DCC2006S	AGUSTIN MELGAR		SAN MANUEL KILOMETRO ONCE	TIZIMIN
2768	31KJN0160X	PREESCOLAR COMUNITARIO		SAN PEDRO BACAB	TIZIMIN
2769	31KJN0208Z	PREESCOLAR COMUNITARIO		LUIS ROSADO VEGA	TIZIMIN
2770	31KJN0341G	PREESCOLAR COMUNITARIO		FELIPE CARRILLO PUERTO NUMERO UNO	TIZIMIN
2771	31KJN0226P	PREESCOLAR COMUNITARIO		EL ALAMO	TIZIMIN
2772	31KCC0197V	PREESCOLAR INDIGENA PAEPI		SAN JOSE MONTECRISTO	TIZIMIN
2773	31KJN0336V	PREESCOLAR COMUNITARIO		DZIBALKU	TIZIMIN
2774	31KJN0071D	PREESCOLAR COMUNITARIO		SANTA PILAR	TIZIMIN
2775	31KCC0198U	PREESCOLAR INDIGENA PAEPI	SN	TRASCORRAL	TIZIMIN
2776	31KJN0161W	PREESCOLAR COMUNITARIO		SANTA ANA	TIZIMIN
2777	31KJN0338T	PREESCOLAR COMUNITARIO		KABICHEN	TIZIMIN
2778	31KJN0247B	PREESCOLAR COMUNITARIO		CHAN TRES REYES	TIZIMIN
2779	31DCC0204E	LAZARO CARDENAS DEL RIO		CHAN CENOTE	TIZIMIN
2780	31KJN0062W	PREESCOLAR COMUNITARIO		SAN JOSE	TIZIMIN
2781	31KJN0072C	PREESCOLAR COMUNITARIO		YOACTUN	TIZIMIN
2782	31DPB2019A	BENITO JUAREZ GARCIA	CALLE 29 NA	TIZIMIN	TIZIMIN
2783	31DPR0123Z	SEBASTIAN MOLAS	CALLE 63-A	TIZIMIN	TIZIMIN
2784	31DPR0168W	ADOLFO LOPEZ MATEOS	CALLE 81	TIZIMIN	TIZIMIN
2785	31DPR0211U	BENITO JUAREZ GARCIA	CALLE 39 465	TIZIMIN	TIZIMIN
2786	31DPR0326V	GABINO BARREDA	CALLE 59 292 A	TIZIMIN	TIZIMIN
2787	31DPR0537Z	LUIS ALVAREZ BARRET	CALLE 38	TIZIMIN	TIZIMIN
2788	31DPR0641K	SEBASTIAN MOLAS	CALLE 63-A	TIZIMIN	TIZIMIN
