ID	CCT	NOMBRE	CALLE Y NUMERO	LOCALIDAD	MUNICIPIO
300	31DES0002H	LUIS ROSADO VEGA	CALLE 14	CHEMAX	CHEMAX
301	31DES2027D	LUIS HUMBERTO MONSREAL OXTE	CALLE 14	CHEMAX	CHEMAX
302	31ETV0083N	LUIS PENICHE VALLADO		X-CATZIN (CATZIN)	CHEMAX
303	31ETV0180P	RITA CETINA GUTIERREZ		COCOYOL	CHEMAX
304	31KTV0055B	SECUNDARIA COMUNITARIA		CHOLUL	CHEMAX
305	31ETV0164Y	AGUSTIN VADILLO CICERO		CHULUTAN	CHEMAX
306	31ETV0084M	JAIME TORRES BODET		KUXEB	CHEMAX
307	31ETV0129S	JULIO RENDON ALCOCER		MUCEL	CHEMAX
308	31ETV0177B	MARCELINA SILVA DE ARCEO		SAN JUAN CHEN	CHEMAX
309	31DTV0008H	GREGORIO TORRES QUINTERO		SAN PEDRO CHEMAX	CHEMAX
310	31KTV0076O	SECUNDARIA COMUNITARIA		SAN ROMAN	CHEMAX
311	31ETV0060C	GRACIANO RICALDE GAMBOA		SISBICHEN	CHEMAX
312	31ETV0130H	ALVARO OBREGON		USPIBIL	CHEMAX
313	31ETV0064Z	SIMON BOLIVAR		XALAU (X-ALAU)	CHEMAX
314	31ETV0004K	VENUSTIANO CARRANZA		X-CAN	CHEMAX
315	31ETV0004K	VENUSTIANO CARRANZA		X-CAN	CHEMAX
316	31ETV0058O	JUAN RUIZ DE ALARCON		CHECHMIL	CHEMAX
317	31KTV0058Z	SECUNDARIA COMUNITARIA		PABALAM	CHEMAX
318	31KTV0057Z	SECUNDARIA COMUNITARIA		LOL-BE	CHEMAX
319	31KTV0066H	SECUNDARIA COMUNITARIA		LA ESPERANZA	CHEMAX
320	31KTV0039K	SECUNDARIA COMUNITARIA		SAN JOSE CHAHUAY	CHEMAX
321	31KTV0038L	SECUNDARIA COMUNITARIA		HIDALGO Y CORTEZ	CHEMAX
322	31KTV0080A	SECUNDARIA COMUNITARIA		PUNTA LAGUNA	CHEMAX
323	31KTV0040Z	SECUNDARIA COMUNITARIA		SANTA CRUZ	CHEMAX
324	31KTV0056A	SECUNDARIA COMUNITARIA		HOTEOCH	CHEMAX
325	31ETV0183M	JUAN PIO PEREZ VERMONT	DOMICILIO CONOCIDO	FELIPE CARRILLO PUERTO	CHEMAX
326	31KTV0037M	SECUNDARIA COMUNITARIA		GUADALUPE	CHEMAX
327	31DJN0189S	VICTORIANO DOMINGUEZ TUN	CALLE 20 110	CHICXULUB PUEBLO	CHICXULUB PUEBLO
328	31DPR0626S	FRANCISCO I. MADERO	CALLE 22 107	CHICXULUB PUEBLO	CHICXULUB PUEBLO
329	31EPR0018O	FELIPE CARRILLO PUERTO	CALLE 21	CHICXULUB PUEBLO	CHICXULUB PUEBLO
330	31DST0022N	ESCUELA SECUNDARIA TECNICA NUM. 22	CARRETERA CHICXULUB-CONKAL KILOMETRO 5 NA	CHICXULUB PUEBLO	CHICXULUB PUEBLO
331	31DCC0115L	MARGARITA MAZA DE JUAREZ	CALLE 20	CHICHIMILA	CHICHIMILA
332	31DJN0027G	MANUEL ANTONIO AY	CALLE 16	CHICHIMILA	CHICHIMILA
333	31KCC0042T	PREESCOLAR INDIGENA PAEPI		CELTUN	CHICHIMILA
334	31DCC0188D	NACHI COCOM		DZITOX	CHICHIMILA
335	31DCC0293O	FRANCISCO I. MADERO		SAN PEDRO	CHICHIMILA
336	31DCC0116K	21 DE AGOSTO		CHAN X-CAIL	CHICHIMILA
337	31KCC0073M	PREESCOLAR INDIGENA PAEPI		X-CHAY	CHICHIMILA
338	31KCC0189M	PREESCOLAR INDIGENA PAEPI		NUEVO X-HABIN	CHICHIMILA
339	31KCC0043S	PREESCOLAR INDIGENA PAEPI		CRUZ-CHEN	CHICHIMILA
340	31KCC0244P	ESCUELA CONAFE		CHAN PICH	CHICHIMILA
341	31KCC0074L	PREESCOLAR INDIGENA PAEPI		VILLAHERMOSA	CHICHIMILA
342	31KCC0266A	ESCUELA COMUNITARIA CONAFE		CHIBILUB	CHICHIMILA
343	31KCC0075K	PREESCOLAR INDIGENA PAEPI		SAN SALVADOR	CHICHIMILA
344	31DPR0614N	LAZARO CARDENAS	CALLE 19	CHICHIMILA	CHICHIMILA
345	31DPR0965R	LUIS ALVAREZ BARRET	CALLE 20 NA	CHICHIMILA	CHICHIMILA
346	31DPR2077S	GUERRA DE CASTAS	CALLE 20-A	CHICHIMILA	CHICHIMILA
347	31DPB0129T	IGNACIO RAMIREZ CALZADA		CELTUN	CHICHIMILA
348	31DPR0783I	5 DE MAYO		DZITOX	CHICHIMILA
349	31DPR0607D	CUAUHTEMOC		SAN PEDRO	CHICHIMILA
350	31DPB0189H	21 DE AGOSTO		CHAN X-CAIL	CHICHIMILA
351	31KPB0072S	PRIMARIA INDIGENA PAEPI	SN	X-CHAY	CHICHIMILA
352	31KPR0434M	ESCUELA COMUNITARIA CONAFE		NUEVO X-HABIN	CHICHIMILA
353	31KPB0071T	PRIMARIA INDIGENA PAEPI		CRUZ-CHEN	CHICHIMILA
354	31DPB2006X	KUCH KAABO'		CHAN PICH	CHICHIMILA
355	31DPB2017C	JUAN ESCUTIA		VILLAHERMOSA	CHICHIMILA
356	31KPB0236L	ESCUELA COMUNITARIA CONAFE		CHIBILUB	CHICHIMILA
357	31KPB0161L	PRIMARIA INDIGENA PAEPI		SAN SALVADOR	CHICHIMILA
358	31DES0017J	ADOLFO LOPEZ MATEOS	CALLE 27	CHICHIMILA	CHICHIMILA
359	31KTV0004V	SECUNDARIA COMUNITARIA		CELTUN	CHICHIMILA
360	31ETV0116O	CECILIO CHI	SN	DZITOX	CHICHIMILA
361	31DTV0002N	NUEVA CREACION		SAN PEDRO	CHICHIMILA
362	31DTV0003M	CUITLAHUAC		CHAN X-CAIL	CHICHIMILA
363	31KTV0093E	SECUNDARIA COMUNITARIA CONAFE		CHAN PICH	CHICHIMILA
364	31KTV0015A	SECUNDARIA COMUNITARIA		VILLAHERMOSA	CHICHIMILA
365	31KTV0041Z	SECUNDARIA COMUNITARIA		SAN SALVADOR	CHICHIMILA
366	31DCC0172C	JOSEFA ORTIZ DE DOMINGUEZ		CHIKINDZONOT	CHIKINDZONOT
367	31DCC0269O	4 DE JUNIO		CHAN-CHICHIMILA	CHIKINDZONOT
368	31DCC0265S	JAIME NUNO		ICHMUL	CHIKINDZONOT
369	31KCC0044R	PREESCOLAR INDIGENA PAEPI		CHUCTEIL	CHIKINDZONOT
370	31DPB0107H	JOSEFA ORTIZ DE DOMINGUEZ		CHIKINDZONOT	CHIKINDZONOT
371	31DPB2025L	JOSEFA ORTIZ DE DOMINGUEZ	CALLE 32 402	CHIKINDZONOT	CHIKINDZONOT
372	31DPB0185L	4 DE JUNIO		CHAN-CHICHIMILA	CHIKINDZONOT
373	31DPR0193V	MANUEL CEPEDA PERAZA		ICHMUL	CHIKINDZONOT
374	31KPB0073R	PRIMARIA INDIGENA PAEPI		CHAN SANTA MARIA	CHIKINDZONOT
375	31KPB0176N	PRIMARIA INDIGENA PAEPI	CALLE CHUCTEIL	CHUCTEIL	CHIKINDZONOT
376	31EES0102F	SECUNDARIA NUM. 88	CARRETERA A ICHMUL	CHIKINDZONOT	CHIKINDZONOT
377	31ETV0136B	LUIS DONALDO COLOSIO MURRIETA		CHAN-CHICHIMILA	CHIKINDZONOT
378	31DTV0004L	LEONA VICARIO	CARRETERA PETO-CHIKINDZONOT KILOMETRO 38	ICHMUL	CHIKINDZONOT
379	31DJN0142Y	HERNAN CORTES	CALLE 24	CHOCHOLA	CHOCHOLA
380	31DJN2027U	U' NAJIL U XOOK	CALLE 12	CHOCHOLA	CHOCHOLA
381	31DPR0966Q	VICENTE GUERRERO	CALLE 23	CHOCHOLA	CHOCHOLA
382	31EPR0205I	NICOLAS BRAVO	CALLE 20 91	CHOCHOLA	CHOCHOLA
383	31DST0023M	NIÑOS HEROES	CALLE 18 CARRETERA UMAN-CAMPECHE	CHOCHOLA	CHOCHOLA
384	31DCC0148C	CHILAM BALAM	CALLE 23	CHUMAYEL	CHUMAYEL
385	31DJN0065J	CHILAM BALAM	CALLE 36 105	CHUMAYEL	CHUMAYEL
386	31DPB0250V	CHILAM BALAM	CALLE 34 105 A	CHUMAYEL	CHUMAYEL
387	31DPR0381O	SEBASTIAN DIAZ MARIN	CALLE 27 104	CHUMAYEL	CHUMAYEL
388	31EPR0019N	SEBASTIAN DIAZ MARIN	CALLE 28 104 NA	CHUMAYEL	CHUMAYEL
389	31EES0071C	JUAN JOSE HOIL	CARRETERA A MERIDA KM.1 RANCHO SANTA MARIA	CHUMAYEL	CHUMAYEL
390	31DCC0149B	FELIPE CARRILLO PUERTO	CALLE 14	DZAN	DZAN
391	31DCC2035N	SASIL JA'	CALLE 24	DZAN	DZAN
392	31DPR0003N	PRUDENCIO PATRON PENICHE	CALLE 19	DZAN	DZAN
393	31DPR0584J	LUIS HIDALGO MONROY	CALLE 19	DZAN	DZAN
394	31EES0070D	JACINTO PAT	CALLE 20 SN	DZAN	DZAN
395	31DJN0086W	JEAN PEAGET	CALLE 26 103	DZEMUL	DZEMUL
396	31EJN0041Z	ISOLINA AGUILAR	CALLE 16	DZEMUL	DZEMUL
397	31DPR0543J	FRANCISCO J. MUJICA	CALLE 19 NA	DZEMUL	DZEMUL
398	31EPR0020C	BENITO JUAREZ	CALLE 28 134	DZEMUL	DZEMUL
399	31EES0076Y	RICARDO LOPEZ MENDEZ	CALLE 11	DZEMUL	DZEMUL
400	31DJN0091H	CRISTOBAL COLON	CALLE 15	DZIDZANTUN	DZIDZANTUN
401	31DJN0156A	JUVENTINO ROSAS	CALLE 28 103	DZIDZANTUN	DZIDZANTUN
402	31DJN0191G	GREGORIO TORRES QUINTERO	CALLE 10	DZIDZANTUN	DZIDZANTUN
403	31EJN0040Z	20 DE NOVIEMBRE	CALLE 16 116 B	DZIDZANTUN	DZIDZANTUN
404	31EJN0059Y	ZAMNA		DZIDZANTUN	DZIDZANTUN
405	31DPR0225X	BENITO JUAREZ GARCIA	CALLE 26 102	DZIDZANTUN	DZIDZANTUN
406	31DPR0261B	EMILIANO ZAPATA	CALLE 23	DZIDZANTUN	DZIDZANTUN
407	31DPR0629P	MIGUEL HIDALGO Y COSTILLA	CALLE 14 110	DZIDZANTUN	DZIDZANTUN
408	31DPR0899I	MANUEL LOPEZ GARCIA	CALLE 18 54 A	DZIDZANTUN	DZIDZANTUN
409	31EPR0021B	20 DE NOVIEMBRE	CALLE 21 92	DZIDZANTUN	DZIDZANTUN
410	31DES0005E	HERLINDA CETINA GOMEZ	CALLE 21 18	DZIDZANTUN	DZIDZANTUN
411	31DJN0042Z	NICOLAS BRAVO	CALLE 13	DZILAM DE BRAVO	DZILAM DE BRAVO
412	31EJN0061M	RAQUEL DZIB CICERO	CALLE 36	DZILAM DE BRAVO	DZILAM DE BRAVO
413	31KJN0353L	PREESCOLAR COMUNITARIO		PUEBLO NUEVO	DZILAM DE BRAVO
414	31DPR0505G	MIGUEL HIDALGO Y COSTILLA	CALLE 32	DZILAM DE BRAVO	DZILAM DE BRAVO
415	31EPR0014S	VENUSTIANO CARRANZA	CALLE 11 76	DZILAM DE BRAVO	DZILAM DE BRAVO
416	31KPR0383W	PRIMARIA COMUNITARIA		PUEBLO NUEVO	DZILAM DE BRAVO
417	31DST0052H	ESCUELA SECUNDARIA TECNICA NUM. 52	CALLE 11	DZILAM DE BRAVO	DZILAM DE BRAVO
418	31DJN0082Z	VAZCO DE QUIROGA	CALLE 21 86	DZILAM GONZALEZ	DZILAM GONZALEZ
419	31DJN2049F	TEODOSIO EVARISTO SOLIS ESTRADA	CALLE 28	DZILAM GONZALEZ	DZILAM GONZALEZ
420	31DPR0248H	FELIPE CARRILLO PUERTO	CALLE 25 66	DZILAM GONZALEZ	DZILAM GONZALEZ
421	31DPR0624U	DOMINGO PERAZA	CALLE 13 77 A	DZILAM GONZALEZ	DZILAM GONZALEZ
422	31DPR0998I	DOMINGO PERAZA	CALLE 13 77 A	DZILAM GONZALEZ	DZILAM GONZALEZ
423	31DST0030W	ESCUELA SECUNDARIA TECNICA NUM. 27	CALLE 35	DZILAM GONZALEZ	DZILAM GONZALEZ
424	31DCC0122V	IMPERIO MAYA	CALLE 31	DZITAS	DZITAS
425	31DJN0116Z	RAMON LOPEZ VELARDE	CALLE 38 99 A	DZITAS	DZITAS
426	31DCC0123U	KUKULCAN		XOCEMPICH	DZITAS
427	31KCC0124C	PREESCOLAR INDIGENA PAEPI		YAXCHE	DZITAS
428	31DPB2034T	K'UK'ULCAN	CALLE 27	DZITAS	DZITAS
429	31DPR0623V	MARIA DEL TRANSITO NOVELO	CALLE 25 86	DZITAS	DZITAS
430	31EPR0022A	SILVESTRE EROSA PENICHE	CALLE 23 99	DZITAS	DZITAS
431	31DPR0175F	LAZARO CARDENAS DEL RIO		XOCEMPICH	DZITAS
432	31KPB0145U	PRIMARIA INDIGENA PAEPI		YAXCHE	DZITAS
433	31EES0003F	ADOLFO LOPEZ MATEOS	CALLE 25 86	DZITAS	DZITAS
434	31ETV0081P	FEDERICO PASSLER		XOCEMPICH	DZITAS
435	31DJN0085X	JUSTO SIERRA MENDEZ	CALLE 27 95	DZONCAUICH	DZONCAUICH
436	31DCC0276Y	ITZAMNA		CHACMAY	DZONCAUICH
437	31DPR0621X	ESTADO DE VERACRUZ	CALLE 21 99	DZONCAUICH	DZONCAUICH
438	31DPR2008W	ESTADO DE VERACRUZ	CALLE 21 99	DZONCAUICH	DZONCAUICH
439	31DPR0620Y	IGNACIO PEON		CHACMAY	DZONCAUICH
440	31EES0079V	VICTOR MANUEL GUTIERREZ ARCEO	CALLE 23	DZONCAUICH	DZONCAUICH
441	31ETV0085L	ENRIQUE BELTRAN		CHACMAY	DZONCAUICH
442	31DCC0189C	CECILIO CHI	CALLE 20	ESPITA	ESPITA
443	31DJN0150G	ROSARIO CASTELLANOS	CALLE 22	ESPITA	ESPITA
444	31DJN2013R	TUM BEN HA	CALLE 24 141	ESPITA	ESPITA
445	31EJN0034P	PRUDENCIO PATRON PENICHE	CALLE 25 198 A	ESPITA	ESPITA
446	31DCC0014N	FRANCISCO VILLA		HOLCA	ESPITA
447	31DCC0190S	JAVIER CHAN		KUNCHE	ESPITA
448	31DCC0124T	BENITO JUAREZ GARCIA		NACUCHE	ESPITA
449	31KJN0312L	PREESCOLAR COMUNITARIO		SAN PEDRO CHENCHELA	ESPITA
450	31KJN0084H	PREESCOLAR COMUNITARIO		TUZIK	ESPITA
451	31KJN0132A	PREESCOLAR COMUNITARIO		X-UALTEZ	ESPITA
452	31KJN0085G	PREESCOLAR COMUNITARIO		XUILUB	ESPITA
453	31DPR0719H	ESTADO DE MICHOACAN	CALLE 26 163	ESPITA	ESPITA
454	31DPR0721W	RAFAEL RAMIREZ CASTAÑEDA	CALLE 23 188	ESPITA	ESPITA
455	31DPR0725S	CECILIO CHI	CALLE 22 223 NA	ESPITA	ESPITA
456	31DPR2053I	PRUDENCIO PATRON PENICHE	CALLE 26 163	ESPITA	ESPITA
457	31DPR2078R	NIÑOS HEROES	CALLE 23 188	ESPITA	ESPITA
458	31EPR0023Z	MANUELA OLIVARES	CALLE 22 200 NA	ESPITA	ESPITA
459	31DPR0884G	EMILIANO ZAPATA	CALLE CONOCIDO DOMICILIO CONOCIDO	HOLCA	ESPITA
460	31DPR0722V	ALONSO CHAN		KUNCHE	ESPITA
461	31DPR0714M	BENITO JUAREZ GARCIA	CALLE PRINCIPAL SN	NACUCHE	ESPITA
462	31DPR2084B	NUEVA CREACION	CALLE PRINCIPAL	NACUCHE	ESPITA
463	31DPR0947B	ALFREDO PENICHE EROSA		SAN PEDRO CHENCHELA	ESPITA
464	31DPR0900H	HERMANOS SERDAN		TUZIK	ESPITA
465	31DPR0889B	FELIPE CARRILLO PUERTO		X-UALTEZ	ESPITA
466	31DPR0713N	FRANCISCO MENDOZA PALMA		XUILUB	ESPITA
467	31DST0012G	ESCUELA SECUNDARIA TECNICA NUM. 12	CARRETERA ESPITA-CALOTMUL KILOMETRO 3	ESPITA	ESPITA
468	31EES0031B	DR. FABIAN VALLADO ESCALANTE	CALLE 24 CARRETERA A SUCILA	ESPITA	ESPITA
469	31ETV0086K	PRUDENCIO PATRON PENICHE		HOLCA	ESPITA
470	31EES0120V	MERCEDES PENICHE LOPEZ	CARRETERA NACUCHE-ESPITA KILOMETRO 1	NACUCHE	ESPITA
471	31ETV0067W	NICOLAS BRAVO		TUZIK	ESPITA
472	31ETV0182N	TELESECUNDARIA NUM. 181		XUILUB	ESPITA
473	31DCC2001X	JOSE VASCONCELOS	CALLE 33 99	HALACHO	HALACHO
474	31DJN0081A	MARGARITA MAZA DE JUAREZ	CALLE 14	HALACHO	HALACHO
475	31DJN0211D	5 DE FEBRERO	CALLE 13	HALACHO	HALACHO
476	31DJN0217Y	FRANCISCO JAVIER MINA	CALLE 19	HALACHO	HALACHO
477	31DCC0038X	MIGUEL HIDALGO Y COSTILLA		CEPEDA	HALACHO
478	31DCC0061Y	IGNACIO ZARAGOZA		CUCH HOLOCH	HALACHO
479	31DCC0191R	JOSE MARTI		KANCABCHEN	HALACHO
480	31DCC0192Q	JUANA DE ASBAJE		SAN MATEO	HALACHO
481	31DCC0170E	ALFONSO CASO ANDRADE		SANTA MARIA ACU	HALACHO
482	31DCC0171D	NIÑO ARTILLERO		SIHO	HALACHO
483	31DCC0062X	5 DE MAYO		DZIDZIBACHI	HALACHO
484	31DPR0151W	JUAN JOSE MARTINEZ	CALLE 19	HALACHO	HALACHO
485	31DPR0469S	RAFAEL RAMIREZ CASTAÑEDA	CALLE 33 99	HALACHO	HALACHO
486	31DPR0539X	PABLO LARA CRUZ	CALLE 17 91	HALACHO	HALACHO
487	31DPR0616L	FELIPE DE JESUS MIS	CALLE 33 99	HALACHO	HALACHO
488	31DPR0717J	FELIPE CARRILLO PUERTO	CALLE 17 91 NA	HALACHO	HALACHO
489	31DPR0786F	HERMENEGILDO GALEANA	CALLE 11	CEPEDA	HALACHO
490	31DPR2014G	IGNACIO ZARAGOZA		CEPEDA	HALACHO
491	31DPR0718I	FRANCISCO I. MADERO		CUCH HOLOCH	HALACHO
492	31DPR0890R	LAZARO CARDENAS DEL RIO		KANCABCHEN	HALACHO
493	31DPR0782J	IGNACIO ALLENDE		SAN MATEO	HALACHO
494	31DPR0613O	JAIME TORRES BODET		SANTA MARIA ACU	HALACHO
495	31DPR0787E	VENUSTIANO CARRANZA		SIHO	HALACHO
496	31DPR0133G	HEROES DE CHAPULTEPEC		DZIDZIBACHI	HALACHO
497	31DES2017X	LUIS DONALDO COLOSIO MURRIETA	CALLE 19 106	HALACHO	HALACHO
498	31EES0002G	RAMON GONZALEZ JIMENEZ	CALLE 20	HALACHO	HALACHO
499	31DST0053G	ESCUELA SECUNDARIA TECNICA NUM. 53	CALLE 17	CEPEDA	HALACHO
500	31ETV0005J	MANUEL CRESCENCIO REJON		CUCH HOLOCH	HALACHO
501	31ETV0080Q	RODOLFO MENENDEZ DE LA PEÑA		SAN MATEO	HALACHO
502	31ETV0087J	ESCUDO NACIONAL		SANTA MARIA ACU	HALACHO
503	31ETV0014R	BENEMERITO DE LAS AMERICAS		SIHO	HALACHO
504	31ETV0145J	VICENTE RIVA PALACIO		DZIDZIBACHI	HALACHO
505	31DCC0158J	EKNAKAN	CALLE 26	HOCABA	HOCABA
506	31DJN0113C	POPOL VUH	CALLE 12	HOCABA	HOCABA
507	31DCC0159I	MARIA MONTESSORI		SAHCABA	HOCABA
508	31DPR0779W	MOISES SAENZ	CALLE 21 118	HOCABA	HOCABA
509	31EPR0024Z	ALBERTO ECHEVERRIA FERRAEZ	CALLE 21 92	HOCABA	HOCABA
510	31DPR0198Q	JOSEFA ORTIZ DE DOMINGUEZ	CALLE 20 52	SAHCABA	HOCABA
511	31DST0017B	ESCUELA SECUNDARIA TECNICA NUM. 17	CARRETERA HOCABA-XOCCHEL KILOMETRO 4	HOCABA	HOCABA
512	31DST2008H	ESCUELA SECUNDARIA TECNICA NUM. 63	CARRETERA SAHCABA-HUHI KILOMETRO 1	SAHCABA	HOCABA
513	31DJN0079M	ANDREA AGUILAR DE CUEVAS	CALLE 23	HOCTUN	HOCTUN
514	31DJN0172S	GUADALUPE VICTORIA	CALLE 27	HOCTUN	HOCTUN
515	31DCC2020L	K'AAN LOOL		SAN JOSE ORIENTE	HOCTUN
516	31DPR0197R	MIGUEL HIDALGO Y COSTILLA	CALLE 26 135	HOCTUN	HOCTUN
517	31DPR0244L	FELIPE CARRILLO PUERTO		HOCTUN	HOCTUN
518	31DPR0781K	MIGUEL HIDALGO Y COSTILLA	CALLE 26 135	HOCTUN	HOCTUN
519	31DPB2014F	FELIPE CARRILLO PUERTO		SAN JOSE ORIENTE	HOCTUN
520	31EES0046D	JACINTO CANEK	CALLE 32 CARRETERA HOCTUN-XOCCHEL	HOCTUN	HOCTUN
521	31ETV0131G	AVELINO ARJONA MOGUEL		SAN JOSE ORIENTE	HOCTUN
522	31DCC0160Y	HUNAB KUH	CALLE 19 87	HOMUN	HOMUN
523	31DJN0161M	KUKULCAN	CALLE 21 107	HOMUN	HOMUN
524	31DCC0268P	HUNAB CEEL		SAN ISIDRO OCHIL	HOMUN
525	31DPR0148I	FELIPE CARRILLO PUERTO	CALLE 24 93	HOMUN	HOMUN
526	31DPR0780L	JUAN N ALVAREZ	CALLE 24 93	HOMUN	HOMUN
527	31EPR0025Y	MIGUEL HIDALGO Y COSTILLA	CALLE 19 114	HOMUN	HOMUN
528	31KPR0038M	PRIMARIA COMUNITARIA		KAMPEPEN	HOMUN
529	31DPR0166Y	DAVID VIVAS ROMERO		SAN ISIDRO OCHIL	HOMUN
530	31DST0045Y	ESCUELA SECUNDARIA TECNICA NUM. 45	CARRETERA CUZAMA-HOMUN NA	HOMUN	HOMUN
531	31ETV0027V	GABRIELA MISTRAL		SAN ISIDRO OCHIL	HOMUN
532	31DCC0129O	LOL BEH	CALLE 22 92 C	HUHI	HUHI
533	31DJN0007T	EMILIANO ZAPATA	CALLE 18	HUHI	HUHI
534	31DPB0262Z	CHACPUCZICAL	CALLE 9 107	HUHI	HUHI
535	31DPR0181Q	ADOLFO LOPEZ MATEOS	CALLE 4 SN	HUHI	HUHI
536	31EPR0026X	FELIPE CARRILLO PUERTO	CALLE 20 99	HUHI	HUHI
537	31EES0013M	JUSTO SIERRA MENDEZ	CALLE 21 126	HUHI	HUHI
538	31DJN0069F	CARMEN COSGAYA RIVAS	CALLE 33 209	HUNUCMA	HUNUCMA
539	31DJN0154C	LORENZO DE ZAVALA	CALLE 41 208	HUNUCMA	HUNUCMA
540	31DJN0188T	FEDERICO CHOPIN	CALLE 27 229	HUNUCMA	HUNUCMA
541	31DJN0207R	HUMBERTO LARA Y LARA	CALLE 18 181	HUNUCMA	HUNUCMA
542	31DJN2048G	SALVADOR ALVARADO	CALLE 26 127	HUNUCMA	HUNUCMA
543	31EJN0049R	GABRIELA MISTRAL	CALLE 26-A 170 B	HUNUCMA	HUNUCMA
544	31PJN0091M	CRISMAR	CALLE 24 222	HUNUCMA	HUNUCMA
545	31DCC0250Q	MIGUEL DE CERVANTES SAAVEDRA		HUNKANAB	HUNUCMA
546	31KJN0086F	PREESCOLAR COMUNITARIO		SAN ANTONIO CHEL	HUNUCMA
547	31DJN0107S	JUANA FIGUEROA	CALLE 5	SISAL	HUNUCMA
548	31DCC0227P	CONSTITUCION DE 1857		TEXAN DE PALOMEQUE	HUNUCMA
549	31DPR0170K	FELIPE CARRILLO PUERTO	CALLE 31 199	HUNUCMA	HUNUCMA
550	31DPR0377B	ALVARO OBREGON	CALLE 41 NA	HUNUCMA	HUNUCMA
551	31DPR0388H	JACINTO CANEK	CALLE 21	HUNUCMA	HUNUCMA
552	31DPR0392U	ALVARO OBREGON	CALLE 41	HUNUCMA	HUNUCMA
553	31DPR0676Z	FELICIANO CANUL REYES	CALLE 26	HUNUCMA	HUNUCMA
554	31DPR0694P	FRANCISCO I. MADERO	CALLE 26	HUNUCMA	HUNUCMA
555	31DPR1706K	EDUARDO QUINTAL	CALLE 18-A	HUNUCMA	HUNUCMA
556	31EPR0027W	SERAPIO RENDON	CALLE 30 195	HUNUCMA	HUNUCMA
557	31EPR0028V	JUAN DE DIOS PEZA	CALLE 37 209	HUNUCMA	HUNUCMA
558	31EPR0029U	PABLO MORENO	CALLE 26 165	HUNUCMA	HUNUCMA
559	31EPR0124Y	NACHI COCOM	CALLE 17 234	HUNUCMA	HUNUCMA
560	31PPR0272M	NIÑOS HEROES	CALLE 24 222	HUNUCMA	HUNUCMA
561	31PPR0284R	JEANNE DE MATEL	CALLE 26 163 A	HUNUCMA	HUNUCMA
562	31DPR0716K	ROGELIO CHALE		HUNKANAB	HUNUCMA
563	31DPR0767R	MARIANO MATAMOROS	CALLE 8	SAN ANTONIO CHEL	HUNUCMA
564	31DPR0788D	AMADO NERVO	CALLE 19 NA	SISAL	HUNUCMA
565	31DPR0777Y	DAMIAN CARMONA		TEXAN DE PALOMEQUE	HUNUCMA
566	31DPR2036S	RITA CETINA GUTIERREZ	SN	TEXAN DE PALOMEQUE	HUNUCMA
567	31DES2012B	JOSE LEON BOJORQUEZ GARCIA	CALLE 33 NA	HUNUCMA	HUNUCMA
568	31DES2026E	RUBEN DARIO HERRERA MARTINEZ	CALLE 33	HUNUCMA	HUNUCMA
569	31EES0035Y	EMILIANO ZAPATA	CALLE 26 CARRETERA MERIDA-HUNUCMA NA	HUNUCMA	HUNUCMA
570	31EES0035Y	EMILIANO ZAPATA	CALLE 26 CARRETERA MERIDA-HUNUCMA NA	HUNUCMA	HUNUCMA
571	31PES0079A	FRAY DIEGO DE LANDA	CALLE 29 199	HUNUCMA	HUNUCMA
572	31PES0100N	JUAN ESCUTIA	CALLE 24 203 B	HUNUCMA	HUNUCMA
573	31ETV0117N	ELVIA CARRILLO PUERTO		HUNKANAB	HUNUCMA
574	31EES0111N	SECUNDARIA NUM. 97	CALLE 21	SISAL	HUNUCMA
575	31ETV0019M	LEYES DE REFORMA		TEXAN DE PALOMEQUE	HUNUCMA
576	31ETV0019M	LEYES DE REFORMA		TEXAN DE PALOMEQUE	HUNUCMA
577	31DJN0104V	DELIO MORENO CANTON	CALLE 17	IXIL	IXIL
578	31DPR0001P	PETRONILO BAQUEDANO	CALLE 21 100 B	IXIL	IXIL
579	31DPR0688E	PETRONILO BAQUEDANO	CALLE 21 100 B	IXIL	IXIL
580	31EES0075Z	JOSE TEC POOT	CALLE 20 SN	IXIL	IXIL
581	31DJN0066I	ANGELA GONZALEZ BENITEZ DE MDEZ DE LA PEÑA	CALLE 32 301 A	IZAMAL	IZAMAL
582	31DJN0115A	MARIA MONTESSORI	CALLE 21	IZAMAL	IZAMAL
583	31DJN0171T	KINICH KAKMO	CALLE 35 309	IZAMAL	IZAMAL
584	31DJN0245U	EUSTAQUIO AVILA SOSA	CALLE 26	IZAMAL	IZAMAL
585	31DJN2007G	RICARDO LOPEZ MENDEZ	CALLE 13	IZAMAL	IZAMAL
586	31PJN0229H	ANTONIO PLANCARTE	CALLE 30 285	IZAMAL	IZAMAL
587	31DCC0229N	BENITO JUAREZ GARCIA	CALLE 10	CITILCUM	IZAMAL
588	31DCC0228O	SAYABI CAMBAL		CUAUHTEMOC	IZAMAL
589	31DCC0131C	KUKULCAN	CALLE 19	SITILPECH	IZAMAL
590	31DCC0132B	JACINTO CANEK	CALLE 14	XANABA	IZAMAL
591	31DJN0108R	ARTEMIO ALPIZAR RUZ	CALLE 20 51	KIMBILA	IZAMAL
592	31DJN2055Q	AUGUSTO ALBERTO CARDENAS PINELO	CALLE 18	KIMBILA	IZAMAL
